tool,task_id,seed,dataset_name,status,seconds,experiment_dir,progress_exists,progress_records,first_iteration,last_iteration,max_iteration,progress_error
drsr,drsr_s0_g0042,0,,ok,3903.037,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0042/anon-node-03/drsr/g0042_feynman_test_15/experiments/g0042_feynman_test_15_drsr_seed0_20260502-073808,True,5,1,5,5,
drsr,drsr_s0_g0048,0,,ok,3901.097,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0048/anon-node-03/drsr/g0048_MatSci21/experiments/g0048_MatSci21_drsr_seed0_20260502-074204,True,8,1,8,8,
drsr,drsr_s1_g0002,1,,ok,3901.051,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0002/anon-node-03/drsr/g0002_first_principles_hubble/experiments/g0002_first_principles_hubble_drsr_seed1_20260502-074708,True,12,1,12,12,
drsr,drsr_s1_g0009,1,,ok,3901.101,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0009/anon-node-03/drsr/g0009_Nguyen-6/experiments/g0009_Nguyen-6_drsr_seed1_20260502-075154,True,6,1,6,6,
drsr,drsr_s1_g0014,1,,ok,3901.706,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0014/anon-node-03/drsr/g0014_feynman-ii.34.11/experiments/g0014_feynman-ii.34.11_drsr_seed1_20260502-075556,True,6,1,6,6,
drsr,drsr_s1_g0018,1,,ok,3901.713,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0018/anon-node-03/drsr/g0018_feynman-i.18.16/experiments/g0018_feynman-i.18.16_drsr_seed1_20260502-075934,True,7,1,7,7,
drsr,drsr_s1_g0022,1,,ok,3901.351,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0022/anon-node-03/drsr/g0022_feynman-i.11.19/experiments/g0022_feynman-i.11.19_drsr_seed1_20260502-080507,True,5,1,5,5,
drsr,drsr_s1_g0029,1,,ok,3900.947,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0029/anon-node-03/drsr/g0029_strogatz_vdp1/experiments/g0029_strogatz_vdp1_drsr_seed1_20260502-081059,True,7,1,7,7,
drsr,drsr_s1_g0033,1,,ok,3901.077,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0033/anon-node-03/drsr/g0033_feynman-iii.10.19/experiments/g0033_feynman-iii.10.19_drsr_seed1_20260502-081602,True,6,1,6,6,
drsr,drsr_s1_g0040,1,,ok,3901.14,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0040/anon-node-03/drsr/g0040_feynman-i.29.16/experiments/g0040_feynman-i.29.16_drsr_seed1_20260502-082201,True,7,1,7,7,
drsr,drsr_s2_g0001,2,,ok,3902.276,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0001/anon-node-03/drsr/g0001_II.34.2_1_0/experiments/g0001_II.34.2_1_0_drsr_seed2_20260502-083416,True,5,1,5,5,
drsr,drsr_s2_g0007,2,,ok,3610.506,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0007/anon-node-03/drsr/g0007_Korns-2/experiments/g0007_Korns-2_drsr_seed2_20260502-084044,True,87,1,87,87,
drsr,drsr_s2_g0012,2,,ok,3902.66,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0012/anon-node-03/drsr/g0012_feynman_I_27_6/experiments/g0012_feynman_I_27_6_drsr_seed2_20260502-084437,True,8,1,8,8,
drsr,drsr_s2_g0018,2,,ok,3609.144,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0018/anon-node-03/drsr/g0018_feynman-i.18.16/experiments/g0018_feynman-i.18.16_drsr_seed2_20260502-085055,True,97,1,97,97,
drsr,drsr_s2_g0027,2,,ok,3902.597,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0027/anon-node-03/drsr/g0027_feynman_I_12_11/experiments/g0027_feynman_I_12_11_drsr_seed2_20260502-091640,True,3,1,3,3,
drsr,drsr_s2_g0033,2,,ok,3901.154,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0033/anon-node-03/drsr/g0033_feynman-iii.10.19/experiments/g0033_feynman-iii.10.19_drsr_seed2_20260502-092151,True,5,1,5,5,
drsr,drsr_s2_g0043,2,,ok,3901.045,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0043/anon-node-03/drsr/g0043_CRK33/experiments/g0043_CRK33_drsr_seed2_20260502-093155,True,8,1,8,8,
drsr,drsr_s3_g0005,3,,ok,3900.904,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0005/anon-node-03/drsr/g0005_Keijzer-11/experiments/g0005_Keijzer-11_drsr_seed3_20260502-094423,True,6,1,6,6,
drsr,drsr_s3_g0011,3,,ok,3900.813,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0011/anon-node-03/drsr/g0011_Vladislavleva-4/experiments/g0011_Vladislavleva-4_drsr_seed3_20260502-095117,True,6,1,6,6,
drsr,drsr_s3_g0016,3,,ok,3902.168,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0016/anon-node-03/drsr/g0016_feynman_II_15_4/experiments/g0016_feynman_II_15_4_drsr_seed3_20260502-095453,True,5,1,5,5,
drsr,drsr_s3_g0023,3,,ok,3617.654,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0023/anon-node-03/drsr/g0023_I.11.19_4_0/experiments/g0023_I.11.19_4_0_drsr_seed3_20260502-100119,True,70,1,70,70,
drsr,drsr_s3_g0029,3,,ok,3900.863,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0029/anon-node-03/drsr/g0029_strogatz_vdp1/experiments/g0029_strogatz_vdp1_drsr_seed3_20260502-100513,True,8,1,8,8,
drsr,drsr_s3_g0039,3,,ok,3900.975,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0039/anon-node-03/drsr/g0039_CRK0/experiments/g0039_CRK0_drsr_seed3_20260502-101625,True,8,1,8,8,
drsr,drsr_s3_g0045,3,,ok,3901.257,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0045/anon-node-03/drsr/g0045_feynman-bonus.20/experiments/g0045_feynman-bonus.20_drsr_seed3_20260502-102038,True,7,1,7,7,
drsr,drsr_s3_g0049,3,,ok,3901.003,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0049/anon-node-03/drsr/g0049_BPG3/experiments/g0049_BPG3_drsr_seed3_20260502-102655,True,7,1,7,7,
drsr,drsr_s4_g0006,4,,ok,3900.961,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0006/anon-node-03/drsr/g0006_Keijzer-2/experiments/g0006_Keijzer-2_drsr_seed4_20260502-103249,True,7,1,7,7,
drsr,drsr_s4_g0013,4,,ok,3901.065,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0013/anon-node-03/drsr/g0013_feynman-i.43.31/experiments/g0013_feynman-i.43.31_drsr_seed4_20260502-103830,True,9,1,9,9,
drsr,drsr_s4_g0018,4,,ok,3901.394,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0018/anon-node-03/drsr/g0018_feynman-i.18.16/experiments/g0018_feynman-i.18.16_drsr_seed4_20260502-104229,True,9,1,9,9,
drsr,drsr_s4_g0023,4,,ok,3903.449,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0023/anon-node-03/drsr/g0023_I.11.19_4_0/experiments/g0023_I.11.19_4_0_drsr_seed4_20260502-104908,True,6,1,6,6,
drsr,drsr_s4_g0035,4,,ok,3901.19,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0035/anon-node-03/drsr/g0035_feynman-i.32.5/experiments/g0035_feynman-i.32.5_drsr_seed4_20260502-110002,True,6,1,6,6,
llmsr,llmsr_s0_g0004,0,,ok,3609.683,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0004/anon-node-03/llmsr/g0004_Korns-4/experiments/g0004_Korns-4_llmsr_seed0_20260502-070619,True,72,1,72,72,
llmsr,llmsr_s0_g0008,0,,ok,3608.841,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0008/anon-node-03/llmsr/g0008_Nguyen-12/experiments/g0008_Nguyen-12_llmsr_seed0_20260502-070952,True,83,1,83,83,
llmsr,llmsr_s0_g0014,0,,ok,3611.327,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0014/anon-node-03/llmsr/g0014_feynman-ii.34.11/experiments/g0014_feynman-ii.34.11_llmsr_seed0_20260502-071341,True,71,6,76,76,
llmsr,llmsr_s0_g0017,0,,ok,3609.58,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0017/anon-node-03/llmsr/g0017_strogatz_shearflow1/experiments/g0017_strogatz_shearflow1_llmsr_seed0_20260502-072832,True,83,1,83,83,
llmsr,llmsr_s0_g0023,0,,ok,3616.459,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0023/anon-node-03/llmsr/g0023_I.11.19_4_0/experiments/g0023_I.11.19_4_0_llmsr_seed0_20260502-073308,True,90,1,90,90,
llmsr,llmsr_s0_g0028,0,,ok,3611.443,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0028/anon-node-03/llmsr/g0028_feynman-ii.4.23/experiments/g0028_feynman-ii.4.23_llmsr_seed0_20260502-073805,True,90,1,90,90,
llmsr,llmsr_s0_g0034,0,,ok,3611.345,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0034/anon-node-03/llmsr/g0034_CRK11/experiments/g0034_CRK11_llmsr_seed0_20260502-074200,True,89,1,89,89,
llmsr,llmsr_s0_g0038,0,,ok,3611.831,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0038/anon-node-03/llmsr/g0038_PO19/experiments/g0038_PO19_llmsr_seed0_20260502-074704,True,73,6,78,78,
llmsr,llmsr_s0_g0045,0,,ok,3611.156,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0045/anon-node-03/llmsr/g0045_feynman-bonus.20/experiments/g0045_feynman-bonus.20_llmsr_seed0_20260502-075149,True,81,4,84,84,
llmsr,llmsr_s0_g0050,0,,ok,3610.464,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0050/anon-node-03/llmsr/g0050_BPG9/experiments/g0050_BPG9_llmsr_seed0_20260502-075551,True,72,2,73,73,
llmsr,llmsr_s1_g0004,1,,ok,3609.454,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0004/anon-node-03/llmsr/g0004_Korns-4/experiments/g0004_Korns-4_llmsr_seed1_20260502-075929,True,76,1,76,76,
llmsr,llmsr_s1_g0008,1,,ok,3609.419,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0008/anon-node-03/llmsr/g0008_Nguyen-12/experiments/g0008_Nguyen-12_llmsr_seed1_20260502-080503,True,91,1,91,91,
llmsr,llmsr_s1_g0015,1,,ok,3611.997,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0015/anon-node-03/llmsr/g0015_III.21.20_3_0/experiments/g0015_III.21.20_3_0_llmsr_seed1_20260502-081056,True,69,1,69,69,
llmsr,llmsr_s1_g0019,1,,ok,3607.453,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0019/anon-node-03/llmsr/g0019_feynman-ii.34.2a/experiments/g0019_feynman-ii.34.2a_llmsr_seed1_20260502-081558,True,109,15,123,123,
llmsr,llmsr_s1_g0026,1,,ok,3609.17,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0026/anon-node-03/llmsr/g0026_strogatz_barmag1/experiments/g0026_strogatz_barmag1_llmsr_seed1_20260502-082156,True,112,1,112,112,
llmsr,llmsr_s1_g0032,1,,ok,3607.475,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0032/anon-node-03/llmsr/g0032_feynman-i.13.12/experiments/g0032_feynman-i.13.12_llmsr_seed1_20260502-082819,True,94,1,94,94,
llmsr,llmsr_s1_g0035,1,,ok,3608.354,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0035/anon-node-03/llmsr/g0035_feynman-i.32.5/experiments/g0035_feynman-i.32.5_llmsr_seed1_20260502-091637,True,116,1,116,116,
llmsr,llmsr_s1_g0043,1,,ok,3607.109,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0043/anon-node-03/llmsr/g0043_CRK33/experiments/g0043_CRK33_llmsr_seed1_20260502-084040,True,109,1,109,109,
llmsr,llmsr_s1_g0048,1,,ok,3608.132,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0048/anon-node-03/llmsr/g0048_MatSci21/experiments/g0048_MatSci21_llmsr_seed1_20260502-084432,True,118,1,118,118,
llmsr,llmsr_s2_g0004,2,,ok,3607.1,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0004/anon-node-03/llmsr/g0004_Korns-4/experiments/g0004_Korns-4_llmsr_seed2_20260502-085050,True,95,1,95,95,
llmsr,llmsr_s2_g0012,2,,ok,3603.699,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0012/anon-node-03/llmsr/g0012_feynman_I_27_6/experiments/g0012_feynman_I_27_6_llmsr_seed2_20260502-085758,True,106,2,107,107,
llmsr,llmsr_s2_g0017,2,,ok,3608.793,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0017/anon-node-03/llmsr/g0017_strogatz_shearflow1/experiments/g0017_strogatz_shearflow1_llmsr_seed2_20260502-092147,True,93,1,93,93,
llmsr,llmsr_s2_g0023,2,,ok,3613.059,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0023/anon-node-03/llmsr/g0023_I.11.19_4_0/experiments/g0023_I.11.19_4_0_llmsr_seed2_20260502-092650,True,98,1,98,98,
llmsr,llmsr_s2_g0027,2,,ok,3614.603,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0027/anon-node-03/llmsr/g0027_feynman_I_12_11/experiments/g0027_feynman_I_12_11_llmsr_seed2_20260502-093151,True,105,2,106,106,
llmsr,llmsr_s2_g0033,2,,ok,3609.772,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0033/anon-node-03/llmsr/g0033_feynman-iii.10.19/experiments/g0033_feynman-iii.10.19_llmsr_seed2_20260502-093810,True,104,1,104,104,
llmsr,llmsr_s2_g0039,2,,ok,3610.047,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0039/anon-node-03/llmsr/g0039_CRK0/experiments/g0039_CRK0_llmsr_seed2_20260502-094419,True,98,1,98,98,
llmsr,llmsr_s2_g0045,2,,ok,3609.897,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0045/anon-node-03/llmsr/g0045_feynman-bonus.20/experiments/g0045_feynman-bonus.20_llmsr_seed2_20260502-095113,True,92,1,92,92,
llmsr,llmsr_s2_g0050,2,,ok,3609.21,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0050/anon-node-03/llmsr/g0050_BPG9/experiments/g0050_BPG9_llmsr_seed2_20260502-095449,True,77,8,84,84,
llmsr,llmsr_s3_g0007,3,,ok,3609.0,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0007/anon-node-03/llmsr/g0007_Korns-2/experiments/g0007_Korns-2_llmsr_seed3_20260502-100115,True,73,1,73,73,
llmsr,llmsr_s3_g0018,3,,ok,3608.872,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0018/anon-node-03/llmsr/g0018_feynman-i.18.16/experiments/g0018_feynman-i.18.16_llmsr_seed3_20260502-101027,True,113,2,114,114,
llmsr,llmsr_s3_g0029,3,,ok,3609.351,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0029/anon-node-03/llmsr/g0029_strogatz_vdp1/experiments/g0029_strogatz_vdp1_llmsr_seed3_20260502-102034,True,97,1,97,97,
llmsr,llmsr_s3_g0040,3,,ok,3609.06,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0040/anon-node-03/llmsr/g0040_feynman-i.29.16/experiments/g0040_feynman-i.29.16_llmsr_seed3_20260502-103245,True,92,5,96,96,
llmsr,llmsr_s3_g0047,3,,ok,3606.676,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0047/anon-node-03/llmsr/g0047_BPG5/experiments/g0047_BPG5_llmsr_seed3_20260502-103826,True,88,6,93,93,
llmsr,llmsr_s4_g0002,4,,ok,3606.599,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0002/anon-node-03/llmsr/g0002_first_principles_hubble/experiments/g0002_first_principles_hubble_llmsr_seed4_20260502-104225,True,81,13,93,93,
llmsr,llmsr_s4_g0007,4,,ok,3606.224,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0007/anon-node-03/llmsr/g0007_Korns-2/experiments/g0007_Korns-2_llmsr_seed4_20260502-104903,True,71,1,71,71,
llmsr,llmsr_s4_g0013,4,,ok,3606.485,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0013/anon-node-03/llmsr/g0013_feynman-i.43.31/experiments/g0013_feynman-i.43.31_llmsr_seed4_20260502-105558,True,120,5,124,124,
llmsr,llmsr_s4_g0019,4,,ok,3606.459,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0019/anon-node-03/llmsr/g0019_feynman-ii.34.2a/experiments/g0019_feynman-ii.34.2a_llmsr_seed4_20260502-105958,True,118,3,120,120,
llmsr,llmsr_s4_g0023,4,,ok,3610.783,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0023/anon-node-03/llmsr/g0023_I.11.19_4_0/experiments/g0023_I.11.19_4_0_llmsr_seed4_20260502-110652,True,100,1,100,100,
llmsr,llmsr_s4_g0028,4,,ok,3606.333,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0028/anon-node-03/llmsr/g0028_feynman-ii.4.23/experiments/g0028_feynman-ii.4.23_llmsr_seed4_20260502-111055,True,102,1,102,102,
llmsr,llmsr_s4_g0033,4,,ok,3602.001,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0033/anon-node-03/llmsr/g0033_feynman-iii.10.19/experiments/g0033_feynman-iii.10.19_llmsr_seed4_20260502-111440,True,100,1,100,100,
drsr,drsr_s0_g0005,0,,ok,3903.169,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0005/anon-node-04/drsr/g0005_Keijzer-11/experiments/g0005_Keijzer-11_drsr_seed0_20260502-070002,True,5,1,5,5,
drsr,drsr_s0_g0011,0,,ok,3902.577,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0011/anon-node-04/drsr/g0011_Vladislavleva-4/experiments/g0011_Vladislavleva-4_drsr_seed0_20260502-070328,True,5,1,5,5,
drsr,drsr_s0_g0017,0,,ok,3901.221,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0017/anon-node-04/drsr/g0017_strogatz_shearflow1/experiments/g0017_strogatz_shearflow1_drsr_seed0_20260502-070648,True,7,1,7,7,
drsr,drsr_s0_g0024,0,,ok,3902.634,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0024/anon-node-04/drsr/g0024_strogatz_predprey2/experiments/g0024_strogatz_predprey2_drsr_seed0_20260502-071051,True,6,1,6,6,
drsr,drsr_s0_g0038,0,,ok,3904.987,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0038/anon-node-04/drsr/g0038_PO19/experiments/g0038_PO19_drsr_seed0_20260502-073410,True,5,1,5,5,
drsr,drsr_s1_g0001,1,,ok,3908.886,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0001/anon-node-04/drsr/g0001_II.34.2_1_0/experiments/g0001_II.34.2_1_0_drsr_seed1_20260502-074506,True,6,1,6,6,
drsr,drsr_s1_g0020,1,,ok,3905.586,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0020/anon-node-04/drsr/g0020_first_principles_leavitt/experiments/g0020_first_principles_leavitt_drsr_seed1_20260502-080428,True,8,1,8,8,
drsr,drsr_s1_g0037,1,,ok,3909.112,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0037/anon-node-04/drsr/g0037_CRK34/experiments/g0037_CRK34_drsr_seed1_20260502-081958,True,7,1,7,7,
drsr,drsr_s1_g0049,1,,ok,3908.178,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0049/anon-node-04/drsr/g0049_BPG3/experiments/g0049_BPG3_drsr_seed1_20260502-083330,True,6,1,6,6,
drsr,drsr_s2_g0005,2,,ok,3910.842,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0005/anon-node-04/drsr/g0005_Keijzer-11/experiments/g0005_Keijzer-11_drsr_seed2_20260502-084023,True,6,1,6,6,
drsr,drsr_s2_g0017,2,,ok,3906.888,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0017/anon-node-04/drsr/g0017_strogatz_shearflow1/experiments/g0017_strogatz_shearflow1_drsr_seed2_20260502-084858,True,7,1,7,7,
drsr,drsr_s2_g0024,2,,ok,3914.772,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0024/anon-node-04/drsr/g0024_strogatz_predprey2/experiments/g0024_strogatz_predprey2_drsr_seed2_20260502-085639,True,6,1,6,6,
drsr,drsr_s2_g0030,2,,ok,3904.021,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0030/anon-node-04/drsr/g0030_feynman-iii.7.38/experiments/g0030_feynman-iii.7.38_drsr_seed2_20260502-091740,True,8,1,8,8,
