tool,machine,wave,global_index,slice_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
gplearn,anon-node-02,W1,83,33,feynman-i.12.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.12.11,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/formula.py
gplearn,anon-node-02,W1,84,34,feynman-ii.21.32,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.21.32,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/formula.py
gplearn,anon-node-02,W1,85,35,feynman-i.12.1,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.12.1,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/formula.py
gplearn,anon-node-02,W1,86,36,feynman-i.10.7,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.10.7,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/formula.py
gplearn,anon-node-02,W1,87,37,feynman-bonus.7,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.7,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/formula.py
gplearn,anon-node-02,W1,88,38,strogatz_lv1,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1,sim-datasets-data/srbench1.0/strogatz/strogatz_lv1,srbench1.0,srbench1.0/strogatz,strogatz_lv1,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/formula.py
gplearn,anon-node-02,W1,89,39,strogatz_lv2,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2,sim-datasets-data/srbench1.0/strogatz/strogatz_lv2,srbench1.0,srbench1.0/strogatz,strogatz_lv2,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/formula.py
gplearn,anon-node-02,W1,90,40,Korns-1,/home/anonymous/sim-datasets-data/korns/Korns-1,sim-datasets-data/korns/Korns-1,korns,korns,Korns-1,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-1/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-1/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-1/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-1/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-1/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-1/formula.py
gplearn,anon-node-02,W1,91,41,strogatz_shearflow2,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2,sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2,srbench1.0,srbench1.0/strogatz,strogatz_shearflow2,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/formula.py
gplearn,anon-node-02,W1,92,42,strogatz_glider2,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2,sim-datasets-data/srbench1.0/strogatz/strogatz_glider2,srbench1.0,srbench1.0/strogatz,strogatz_glider2,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/formula.py
gplearn,anon-node-02,W1,93,43,Nguyen-11,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11,sim-datasets-data/nguyen/Nguyen-11,nguyen,nguyen,Nguyen-11,A,strict,pysr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/formula.py
gplearn,anon-node-02,W1,94,44,first_principles_planck,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck,sim-datasets-data/srbench2025/firstprinciples/first_principles_planck,srbench2025,srbench2025/firstprinciples,first_principles_planck,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/train.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/valid.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/id_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/ood_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/metadata.yaml,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/formula.py
gplearn,anon-node-02,W1,95,45,strogatz_bacres2,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2,sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2,srbench1.0,srbench1.0/strogatz,strogatz_bacres2,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/formula.py
gplearn,anon-node-02,W1,96,46,strogatz_predprey2,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,srbench1.0,srbench1.0/strogatz,strogatz_predprey2,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/formula.py
gplearn,anon-node-02,W1,97,47,Keijzer-1,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1,sim-datasets-data/keijzer/Keijzer-1,keijzer,keijzer,Keijzer-1,A,strict,pysr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/formula.py
gplearn,anon-node-02,W1,98,48,strogatz_barmag1,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,srbench1.0,srbench1.0/strogatz,strogatz_barmag1,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/formula.py
gplearn,anon-node-02,W1,99,49,Keijzer-2,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2,sim-datasets-data/keijzer/Keijzer-2,keijzer,keijzer,Keijzer-2,A,strict,pysr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/formula.py
gplearn,anon-node-02,W1,100,50,PO18,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18,sim-datasets-data/llm-srbench/phys_osc/PO18,llm-srbench,llm-srbench/phys_osc,PO18,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/formula.py
