tool,machine,wave,global_index,slice_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
tpsr,anon-node-01,W5,30,30,feynman-bonus.8,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8,srsd,srsd/srsd-feynman_medium_dummy,feynman-bonus.8,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8/formula.py
tpsr,anon-node-01,W5,31,31,feynman-i.30.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.30.5,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5/formula.py
tpsr,anon-node-01,W5,32,32,feynman-i.41.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.41.16,A,strict,llmsr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/formula.py
tpsr,anon-node-01,W5,33,33,feynman-iii.4.33,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard,feynman-iii.4.33,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/formula.py
tpsr,anon-node-01,W5,34,34,feynman-iii.4.33,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard_dummy,feynman-iii.4.33,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/formula.py
tpsr,anon-node-01,W5,35,35,feynman-i.37.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.37.4,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/formula.py
tpsr,anon-node-01,W5,36,36,feynman-ii.37.1,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.37.1,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1/formula.py
tpsr,anon-node-01,W5,37,37,PO14,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14,sim-datasets-data/llm-srbench/phys_osc/PO14,llm-srbench,llm-srbench/phys_osc,PO14,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO14/formula.py
tpsr,anon-node-01,W5,38,38,feynman-i.44.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.44.4,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/formula.py
tpsr,anon-node-01,W5,39,39,feynman-ii.11.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.11.3,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/formula.py
tpsr,anon-node-01,W5,40,40,feynman-bonus.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.16,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/formula.py
tpsr,anon-node-01,W5,41,41,feynman-bonus.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.11,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/formula.py
tpsr,anon-node-01,W5,42,42,feynman-bonus.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,srsd,srsd/srsd-feynman_hard,feynman-bonus.5,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/formula.py
tpsr,anon-node-01,W5,43,43,feynman-i.18.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.18.4,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4/formula.py
tpsr,anon-node-01,W5,44,44,feynman-bonus.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.5,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/formula.py
tpsr,anon-node-01,W5,45,45,feynman-i.11.19,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.11.19,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/formula.py
tpsr,anon-node-01,W5,46,46,feynman-ii.15.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4,srsd,srsd/srsd-feynman_easy,feynman-ii.15.4,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4/formula.py
tpsr,anon-node-01,W5,47,47,feynman-i.15.3x,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.15.3x,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/formula.py
tpsr,anon-node-01,W5,48,48,feynman-bonus.17,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17,srsd,srsd/srsd-feynman_hard,feynman-bonus.17,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/formula.py
tpsr,anon-node-01,W5,49,49,feynman-iii.15.27,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27,srsd,srsd/srsd-feynman_easy_dummy,feynman-iii.15.27,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/formula.py
tpsr,anon-node-01,W5,50,50,feynman-i.24.6,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.24.6,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6/formula.py
