algorithm,gid,dataset,seed,status,valid_output,metric_complete,valid_for_symbolic,expr_source,result_path,pred_expression_raw,pred_expression_cleaned,gt_expression_x,pred_parse_ok,gt_parse_ok,cas_equivalence_enabled,cas_equiv,numeric_equiv,numeric_equiv_reason,equiv_final,probe_nmse,probe_max_abs_error,probe_max_rel_error,probe_points,finite_probe_points,finite_probe_rate,tree_edit_distance,true_tree_size,ned,tree_similarity,pred_variables,gt_variables,var_f1,pred_operators,gt_operators,op_f1,sof1,sym_f_formal,failure_reason
ragsr,g0043,CRK33,4,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/ragsr/seed4/tasks/ragsr_s4_g0043/anon-node-06/ragsr/g0043_CRK33/result.json,-0.29278510376125905*x1 - 0.28582990924469647*(0.5746157085167489 - x1)**2 - 5.4444025176067137e-6*sin(3.141592653589793*sin(3.141592653589793*cos(3.141592653589793*x1 + 1.498986898479605))) - 0.00016393221945356428*sin(3.141592653589793*cos(3.141592653589793*x1 - 2.098056709984181)) + 0.21365699570265995 + 0.18444894779825681/sqrt(x1**2 + 1),-0.29278510376125905*x1 - 0.28582990924469647*(0.5746157085167489 - x1)**2 - 5.4444025176067137e-6*sin(3.141592653589793*sin(3.141592653589793*cos(3.141592653589793*x1 + 1.498986898479605))) - 0.00016393221945356428*sin(3.141592653589793*cos(3.141592653589793*x1 - 2.098056709984181)) + 0.21365699570265995 + 0.18444894779825681/sqrt(x1**2 + 1),-0.11846873325639269 * sqrt(x1) - 0.11846873325639269 * x1 ** 2 + 0.11846873325639269 * x0 * sin(log(x1 + 1)),True,True,False,False,False,not_equivalent,False,4.14444586416631,6.898057151691574,1.1978467712931142,4096.0,4096.0,1.0,38.0,19.0,1.0,0.0,"[""x1""]","[""x0"", ""x1""]",0.6666666666666666,"[""add"", ""cos"", ""mul"", ""pow"", ""sin""]","[""add"", ""log"", ""mul"", ""pow"", ""sin""]",0.8000000000000002,0.7333333333333334,0.1466666666666667,
ragsr,g0044,feynman-i.15.3t,4,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/ragsr/seed4/tasks/ragsr_s4_g0044/anon-node-03/ragsr/g0044_feynman-i.15.3t/result.json,-3.85620351824721e-8*x1*sin(3.141592653589793*x3) - 1.9568584777136855e-8*x1*sqrt(Abs(sin(3.141592653589793*x3))) + 9.9053600529818849e-5*x1 - 4.433628216171898e-8*x3*(x4 - 0.41249615169653886) + 3.876160425958725e-9*x3 + 2.217823387745234e-8*x4 - 5.6868475726238262e-10*sin(3.141592653589793*x3) + 9.9099812294216447e-7,-3.85620351824721e-8*x1*sin(3.141592653589793*x3) - 1.9568584777136855e-8*x1*sqrt(Abs(sin(3.141592653589793*x3))) + 9.9053600529818849e-5*x1 - 4.433628216171898e-8*x3*(x4 - 0.41249615169653886) + 3.876160425958725e-9*x3 + 2.217823387745234e-8*x4 - 5.6868475726238262e-10*sin(3.141592653589793*x3) + 9.9099812294216447e-7,(x1 - 1.11265005605362e-17 * x3 * x4) / sqrt(1 - 1.11265005605362e-17 * x3 ** 2),True,True,False,False,False,not_equivalent,False,252040752292.59283,51.95538726310375,51.95538726310375,4096.0,4096.0,1.0,41.0,16.0,1.0,0.0,"[""x1"", ""x3"", ""x4""]","[""x1"", ""x3"", ""x4""]",1.0,"[""abs"", ""add"", ""mul"", ""pow"", ""sin""]","[""add"", ""mul"", ""pow""]",0.7499999999999999,0.875,0.17500000000000002,
ragsr,g0045,feynman-bonus.20,4,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/ragsr/seed4/tasks/ragsr_s4_g0045/anon-node-05/ragsr/g0045_feynman-bonus.20/result.json,-7.4751177898032077e-48*x2*sin(3.141592653589793*sqrt(Abs(x3))) - 8.3098219391688994e-48*x2*cos(3.141592653589793*sin(3.141592653589793*sqrt(Abs(x3))))**2 + 2.4711099174535652e-46*x2*cos(3.141592653589793*Abs(x3)**(1/4)) + 2.2280670426670966e-46*x2 + 2.3282822587376549e-46*sin(3.141592653589793*x2*x3) + 1.4851794825487307e-47*sin(3.141592653589793*x2*sin(3.141592653589793*Abs(x3)**(1/4))) - 1.6511440078035503e-46*sin(3.141592653589793*x2*cos(3.141592653589793*Abs(x3)**(1/4))) - 3.7841284014677304e-46*sin(3.141592653589793*x2*sqrt(Abs(x3))) - 8.611585124048825e-50*cos(3.141592653589793*cos(3.141592653589793*sqrt(Abs(x2))))**2 - 8.4175830390693449e-49*sqrt(Abs(x3)) + 2.556281031752972e-31,-7.4751177898032077e-48*x2*sin(3.141592653589793*sqrt(Abs(x3))) - 8.3098219391688994e-48*x2*cos(3.141592653589793*sin(3.141592653589793*sqrt(Abs(x3))))**2 + 2.4711099174535652e-46*x2*cos(3.141592653589793*Abs(x3)**(1/4)) + 2.2280670426670966e-46*x2 + 2.3282822587376549e-46*sin(3.141592653589793*x2*x3) + 1.4851794825487307e-47*sin(3.141592653589793*x2*sin(3.141592653589793*Abs(x3)**(1/4))) - 1.6511440078035503e-46*sin(3.141592653589793*x2*cos(3.141592653589793*Abs(x3)**(1/4))) - 3.7841284014677304e-46*sin(3.141592653589793*x2*sqrt(Abs(x3))) - 8.611585124048825e-50*cos(3.141592653589793*cos(3.141592653589793*sqrt(Abs(x2))))**2 - 8.4175830390693449e-49*sqrt(Abs(x3)) + 2.556281031752972e-31,7.83707760458308e-29 * x2 ** 2 * (x2 / x3 - sin(x5) ** 2 + x3 / x2) / (pi * x3 ** 2),True,True,True,False,True,max_rel+max_abs,True,1.0052857815061655,2.2224438426775247e-23,2.2224438426775247e-23,4096.0,4096.0,1.0,112.0,28.0,1.0,0.0,"[""x2"", ""x3""]","[""x2"", ""x3"", ""x5""]",0.8,"[""abs"", ""add"", ""cos"", ""mul"", ""pow"", ""sin""]","[""add"", ""mul"", ""pi"", ""pow"", ""sin""]",0.7272727272727272,0.7636363636363637,1.0,cas:skipped_complex_expression
ragsr,g0046,II.6.15b_3_0,4,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/ragsr/seed4/tasks/ragsr_s4_g0046/anon-node-08/ragsr/g0046_II.6.15b_3_0/result.json,-0.39974600541815132*x1 + 0.27189620239757196*x2 - 0.27189620239757196*x3 + 0.014127132242543838*log(Abs(cos(3.141592653589793*cos(3.141592653589793*sin(3.141592653589793*sin(3.141592653589793*sin(3.141592653589793*cos(3.141592653589793*x3))))))) + 1) - 0.3370634132673671*sin(3.141592653589793*x0) - 3.4361727241850122*sin(3.141592653589793*log(log(sqrt(log(Abs(cos(3.141592653589793*log(Abs(x0) + 1))) + 1)) + 1) + 1)) - 0.73680941868551842*sin(3.141592653589793*sin(3.141592653589793*log(Abs(x3) + 1))) + 0.23903798800286301*sin(3.141592653589793*cos(3.141592653589793*sin(3.141592653589793*log(Abs(x3) + 1)))) - 1.522972674266422*cos(3.141592653589793*x0) + 1.5077062758525816*cos(3.141592653589793*x0/sqrt(x3**2 + 1)) - 0.056051473114673472*cos(3.141592653589793*sin(3.141592653589793*log(Abs(x2) + 1))) + 0.062157632383396546*cos(3.141592653589793*cos(3.141592653589793*cos(3.141592653589793*x0))) + 4.7843511404600319,-0.39974600541815132*x1 + 0.27189620239757196*x2 - 0.27189620239757196*x3 + 0.014127132242543838*log(Abs(cos(3.141592653589793*cos(3.141592653589793*sin(3.141592653589793*sin(3.141592653589793*sin(3.141592653589793*cos(3.141592653589793*x3))))))) + 1) - 0.3370634132673671*sin(3.141592653589793*x0) - 3.4361727241850122*sin(3.141592653589793*log(log(sqrt(log(Abs(cos(3.141592653589793*log(Abs(x0) + 1))) + 1)) + 1) + 1)) - 0.73680941868551842*sin(3.141592653589793*sin(3.141592653589793*log(Abs(x3) + 1))) + 0.23903798800286301*sin(3.141592653589793*cos(3.141592653589793*sin(3.141592653589793*log(Abs(x3) + 1)))) - 1.522972674266422*cos(3.141592653589793*x0) + 1.5077062758525816*cos(3.141592653589793*x0/sqrt(x3**2 + 1)) - 0.056051473114673472*cos(3.141592653589793*sin(3.141592653589793*log(Abs(x2) + 1))) + 0.062157632383396546*cos(3.141592653589793*cos(3.141592653589793*cos(3.141592653589793*x0))) + 4.7843511404600319,6 ** (1 / 3) * (x2 * sin(x3) * cos(x3) / (x0 * x1)) ** (1 / 3) / (2 * pi ** (1 / 3)),True,True,True,False,False,not_equivalent,False,1.8654338326819397,9.246934695327084,0.9291353936071011,4096.0,2189.0,0.534423828125,146.0,22.0,1.0,0.0,"[""x0"", ""x1"", ""x2"", ""x3""]","[""x0"", ""x1"", ""x2"", ""x3""]",1.0,"[""abs"", ""add"", ""cos"", ""log"", ""mul"", ""pow"", ""sin""]","[""cos"", ""mul"", ""pi"", ""pow"", ""sin""]",0.6666666666666666,0.8333333333333333,0.16666666666666666,cas:skipped_complex_expression
ragsr,g0047,BPG5,4,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/ragsr/seed4/tasks/ragsr_s4_g0047/anon-node-07/ragsr/g0047_BPG5/result.json,-77.976414991979893*x1**2 - 19.171659935808139*x1*(x1 - 0.9964448765251568) + 76.963857668739694*x1 - 0.0016230632985366091*sin(3.141592653589793*Abs(x1)**(1/4))**2 + 1.0294033587661357,-77.976414991979893*x1**2 - 19.171659935808139*x1*(x1 - 0.9964448765251568) + 76.963857668739694*x1 - 0.0016230632985366091*sin(3.141592653589793*Abs(x1)**(1/4))**2 + 1.0294033587661357,0.9198344660444582 * (1 - x1 / 84.0283518630852) * x1 + 0.9198344660444582 * x1 ** 2 / (7.531475575495239 * x1 + 1),True,True,True,False,False,not_equivalent,False,3012428954.206429,871046.8616923989,35152.905726556164,4096.0,4096.0,1.0,22.0,20.0,1.0,0.0,"[""x1""]","[""x1""]",1.0,"[""abs"", ""add"", ""mul"", ""pow"", ""sin""]","[""add"", ""mul"", ""pow""]",0.7499999999999999,0.875,0.17500000000000002,
ragsr,g0048,MatSci21,4,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/ragsr/seed4/tasks/ragsr_s4_g0048/anon-node-06/ragsr/g0048_MatSci21/result.json,"10.387454931447113*x0**4 + 5.7075710487919421*x0 + 72.037032063907564*x1**4 - 88.213549084010841*x1 + 3.7895397181009758*sin(3.141592653589793*log(Abs(x0) + 1)**2) + 0.45420080962288251*cos(3.141592653589793*x1) + 99.055204825080836*Max(-0.6318372350792181, x0)**4 + 5.2533702391690582*Max(-0.16868027376523664, x0) + 0.23770484580556326*Max(0.996990765127598, x0) + 1.844706161318432","10.387454931447113*x0**4 + 5.7075710487919421*x0 + 72.037032063907564*x1**4 - 88.213549084010841*x1 + 3.7895397181009758*sin(3.141592653589793*log(Abs(x0) + 1)**2) + 0.45420080962288251*cos(3.141592653589793*x1) + 99.055204825080836*Max(-0.6318372350792181, x0)**4 + 5.2533702391690582*Max(-0.16868027376523664, x0) + 0.23770484580556326*Max(0.996990765127598, x0) + 1.844706161318432",28.580443564163904 * x0 ** 2 - 0.28570034656521326 * (x1 - 281.87025337570554) + x0 ** 3 * 4.278428749432679 * (x1 - 281.87025337570554),True,True,True,False,False,ValueError,False,,,,,,,42.0,18.0,1.0,0.0,"[""x0"", ""x1""]","[""x0"", ""x1""]",1.0,"[""abs"", ""add"", ""cos"", ""log"", ""max"", ""mul"", ""pow"", ""sin""]","[""add"", ""mul"", ""pow""]",0.5454545454545454,0.7727272727272727,0.15454545454545454,"numeric:ValueError: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.; cas:skipped_complex_expression"
ragsr,g0049,BPG3,4,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/ragsr/seed4/tasks/ragsr_s4_g0049/anon-node-03/ragsr/g0049_BPG3/result.json,-0.40882868441652966*x1 + 0.06445909618619333*(x1 - 0.9992608534649563)**2 + 0.078823504808724399*(x1 - 0.8791099819356889)**2 - 0.008531969099286732*(x1 - 0.752358244985172)*(x1 + 0.309099409344433)**2 + 0.1609640595226027*(x1 - 0.36447442698796695)**2 - 0.03391341707977769*(x1 + 0.8055279706249188)**2 - 0.12527139863655984,-0.40882868441652966*x1 + 0.06445909618619333*(x1 - 0.9992608534649563)**2 + 0.078823504808724399*(x1 - 0.8791099819356889)**2 - 0.008531969099286732*(x1 - 0.752358244985172)*(x1 + 0.309099409344433)**2 + 0.1609640595226027*(x1 - 0.36447442698796695)**2 - 0.03391341707977769*(x1 + 0.8055279706249188)**2 - 0.12527139863655984,0.8450821034088298 * (-1 + x1 / 5.115386454523557) * (1 - x1 / 34.43886242377677) * x1 + 0.8450821034088298 * (1 - exp(-0.09687266473516928 * x1)) * x1,True,True,True,False,True,nmse,True,8.167018729339436e-11,2.5268763019781204e-06,2.5268763019781204e-06,4096.0,4096.0,1.0,41.0,23.0,1.0,0.0,"[""x1""]","[""x1""]",1.0,"[""add"", ""mul"", ""pow""]","[""add"", ""exp"", ""mul""]",0.6666666666666666,0.8333333333333333,1.0,
ragsr,g0050,BPG9,4,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/ragsr/seed4/tasks/ragsr_s4_g0050/anon-node-05/ragsr/g0050_BPG9/result.json,"-8.6173400607140159*x1**3 + 5.4380367402388294*x1**2 + 3.025590195848005*x1 + 0.042032864558927265*(-x1**2 + x1)**2 + 7.022561064200397*(-x1**2 + x1)*Max(x0, x1) + 1.767861360115205e-5*sin(0.1802915681368619*Max(0.11867622790592108, x1/sqrt(x0**2 + 1))**2) + 0.018063763840251857*cos(3.141592653589793*x1)*Max(x0, x1) - 0.0067769058798430744*Max(x0, x1) + 0.16206518534929554","-8.6173400607140159*x1**3 + 5.4380367402388294*x1**2 + 3.025590195848005*x1 + 0.042032864558927265*(-x1**2 + x1)**2 + 7.022561064200397*(-x1**2 + x1)*Max(x0, x1) + 1.767861360115205e-5*sin(0.1802915681368619*Max(0.11867622790592108, x1/sqrt(x0**2 + 1))**2) + 0.018063763840251857*cos(3.141592653589793*x1)*Max(x0, x1) - 0.0067769058798430744*Max(x0, x1) + 0.16206518534929554",0.1699888096710614 * (-1 + x1 / 1.0472843670254641) * (1 - x1 / 10.210545156320043) * x1 + 0.1699888096710614 * (1 - x1 / 10.210545156320043) * x1 + 0.1699888096710614 * (1 - exp(-0.09709294493863778 * x1)) * x1,True,True,True,False,False,extra_pred_variables:x0,False,,,,,,,64.0,30.0,1.0,0.0,"[""x0"", ""x1""]","[""x1""]",0.6666666666666666,"[""add"", ""cos"", ""max"", ""mul"", ""pow"", ""sin""]","[""add"", ""exp"", ""mul""]",0.4444444444444444,0.5555555555555556,0.11111111111111112,numeric:extra_pred_variables:x0; cas:skipped_complex_expression
tpsr,g0001,II.34.2_1_0,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0001/anon-node-02/tpsr/g0001_II.34.2_1_0/result.json,-x2 + (-0.028758045919014496*x1 - 27.441655368296647)*(-4.4098062489307196e-5*(4.8272416420866 - 5.002933007887428*sin(1.6914860635846474*x0 + 1.4381110066989946))**2 - 0.3965616173940697) + 2.16309101655747,-x2 + (-0.028758045919014496*x1 - 27.441655368296647)*(-4.4098062489307196e-5*(4.8272416420866 - 5.002933007887428*sin(1.6914860635846474*x0 + 1.4381110066989946))**2 - 0.3965616173940697) + 2.16309101655747,2 * x0 / (x1 * x2),True,True,True,False,False,not_equivalent,False,0.93249948274769,135.96097284731053,0.9178643877361088,4096.0,4096.0,1.0,27.0,9.0,1.0,0.0,"[""x0"", ""x1"", ""x2""]","[""x0"", ""x1"", ""x2""]",1.0,"[""add"", ""mul"", ""pow"", ""sin""]","[""mul"", ""pow""]",0.6666666666666666,0.8333333333333333,0.16666666666666666,
tpsr,g0002,first_principles_hubble,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0002/anon-node-03/tpsr/g0002_first_principles_hubble/result.json,9.0*Abs(-58.5*x0 + 39.0*sin(9.9*x0 - 0.02) + 0.6) - 20.0,9.0*Abs(-58.5*x0 + 39.0*sin(9.9*x0 - 0.02) + 0.6) - 20.0,73.3 * x0,True,True,True,False,False,not_equivalent,False,185.81088528142826,1120.4870152684223,7.61937696053375,4096.0,4096.0,1.0,17.0,3.0,1.0,0.0,"[""x0""]","[""x0""]",1.0,"[""abs"", ""add"", ""mul"", ""sin""]","[""mul""]",0.4,0.7,0.13999999999999999,
tpsr,g0003,feynman-ii.27.18,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0003/anon-node-02/tpsr/g0003_feynman-ii.27.18/result.json,-0.000789845824749376*x0 - 0.044299714644817861*exp(9.327877171711505*cos((5.998093961283832*x0 + 8.997114027843853)*(-0.9*x1 + 0.1002034818243062*x2 + 0.0067739437829183) + 1.830950538429688)) + 0.001183928434737662,-0.000789845824749376*x0 - 0.044299714644817861*exp(9.327877171711505*cos((5.998093961283832*x0 + 8.997114027843853)*(-0.9*x1 + 0.1002034818243062*x2 + 0.0067739437829183) + 1.830950538429688)) + 0.001183928434737662,8.854e-12 * x0 ** 2,True,True,True,False,False,"extra_pred_variables:x1,x2",False,,,,,,,26.0,5.0,1.0,0.0,"[""x0"", ""x1"", ""x2""]","[""x0""]",0.5,"[""add"", ""cos"", ""exp"", ""mul""]","[""mul"", ""pow""]",0.3333333333333333,0.41666666666666663,0.08333333333333333,"numeric:extra_pred_variables:x1,x2; cas:TimeoutError: operation timed out"
tpsr,g0004,Korns-4,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0004/anon-node-05/tpsr/g0004_Korns-4/result.json,-9.944170529531575e-11*x4 - 1.1136243558979974e-9*Abs(-x0 + x1 + 0.0048244839133556244) - 2.3010448185115049,-9.944170529531575e-11*x3 - 1.1136243558979974e-9*Abs(-x0 + x0 + 0.0048244839133556244) - 2.3010448185115049,0.13 * sin(x2) - 2.3,True,True,True,False,False,extra_pred_variables:x3,False,,,,,,,2.0,6.0,0.3333333333333333,0.6666666666666667,"[""x3""]","[""x2""]",0.0,"[""add"", ""mul""]","[""add"", ""mul"", ""sin""]",0.8,0.4,0.28,numeric:extra_pred_variables:x3
tpsr,g0005,Keijzer-11,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0005/anon-node-04/tpsr/g0005_Keijzer-11/result.json,-0.6*x0 + 0.3*Abs(0.1*x0 - 0.2*Abs(0.3*x1 - (25.5*x0 + 0.060000000000000005)*(-0.1*x0 + x1 + 0.16999999999999998) + 0.1) + 2.7) + 0.010000000000000002,-0.6*x0 + 0.3*Abs(0.1*x0 - 0.2*Abs(0.3*x0 - (25.5*x0 + 0.060000000000000005)*(-0.1*x0 + x0 + 0.16999999999999998) + 0.1) + 2.7) + 0.010000000000000002,x0 * x1 + sin((x0 - 1) * (x1 - 1)),True,True,True,False,False,not_equivalent,False,3.621116176764168,25.754705695563207,2.4299433399360573,4096.0,4096.0,1.0,35.0,12.0,1.0,0.0,"[""x0""]","[""x0"", ""x1""]",0.6666666666666666,"[""abs"", ""add"", ""mul""]","[""add"", ""mul"", ""sin""]",0.6666666666666666,0.6666666666666666,0.13333333333333333,
tpsr,g0006,Keijzer-2,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0006/anon-node-05/tpsr/g0006_Keijzer-2/result.json,-0.040000000000000002*(x0 - 0.002)*(x0 + 9.999999999999999e-5),-0.040000000000000002*(x0 - 0.002)*(x0 + 9.999999999999999e-5),0.3 * x0 * sin(2 * 3.141592653589793 * x0),True,True,True,False,False,not_equivalent,False,1.0779820760657468,0.8199078528651117,0.8199078528651117,4096.0,4096.0,1.0,7.0,7.0,1.0,0.0,"[""x0""]","[""x0""]",1.0,"[""add"", ""mul""]","[""mul"", ""sin""]",0.5,0.75,0.15000000000000002,
tpsr,g0007,Korns-2,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0007/anon-node-03/tpsr/g0007_Korns-2/result.json,0.001*x0 + 0.003*x1 + 0.001*x3 - (0.02 - 0.060000000000000005*x1)**2 - 0.01,0.001*x0 + 0.003*x0 + 0.001*x2 - (0.02 - 0.060000000000000005*x0)**2 - 0.01,"0.23 + 14.2 * div(x3 + x1, 3 * x4)",True,True,False,False,False,"extra_pred_variables:x0,x2",False,,,,,,,14.0,10.0,1.0,0.0,"[""x0"", ""x2""]","[""x1"", ""x3"", ""x4""]",0.0,"[""add"", ""mul"", ""pow""]","[""add"", ""mul"", ""pow""]",1.0,0.5,0.1,"numeric:extra_pred_variables:x0,x2"
tpsr,g0008,Nguyen-12,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0008/anon-node-04/tpsr/g0008_Nguyen-12/result.json,(-0.1*sin(4.0*x0 - 0.09000000000000001) - 0.49000000000000005)*(0.2*x0 + x1 + 0.101),(-0.1*sin(4.0*x0 - 0.09000000000000001) - 0.49000000000000005)*(0.2*x0 + x0 + 0.101),"pow(x0, 4) - pow(x0, 3) + div(pow(x1, 2), 2) - x1",True,True,False,False,False,not_equivalent,False,1.819395078835343,0.6646943418826439,0.6646943418826439,4096.0,4096.0,1.0,20.0,17.0,1.0,0.0,"[""x0""]","[""x0"", ""x1""]",0.6666666666666666,"[""add"", ""mul"", ""sin""]","[""add"", ""mul"", ""pow""]",0.6666666666666666,0.6666666666666666,0.13333333333333333,
tpsr,g0009,Nguyen-6,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0009/anon-node-02/tpsr/g0009_Nguyen-6/result.json,0.005 + 17.0/(-(0.2 - 60.0*x0)*(0.060000000000000005*x0 - 0.003) - 5.0 - 0.8/(9.999999999999999e-5 - 0.08*x0)),0.005 + 17.0/(-(0.2 - 60.0*x0)*(0.060000000000000005*x0 - 0.003) - 5.0 - 0.8/(9.999999999999999e-5 - 0.08*x0)),"sin(x0) + sin(x0 + pow(x0, 2))",True,True,True,False,False,not_equivalent,False,0.06771949521428648,0.9924853997118784,0.5586145247349718,4096.0,4096.0,1.0,29.0,9.0,1.0,0.0,"[""x0""]","[""x0""]",1.0,"[""add"", ""mul"", ""pow""]","[""add"", ""pow"", ""sin""]",0.6666666666666666,0.8333333333333333,0.16666666666666666,
tpsr,g0010,Nguyen-9,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0010/anon-node-02/tpsr/g0010_Nguyen-9/result.json,0.7000000000000001*x0 + 0.009*(83.4*x1 - 0.3)*arctan(1.0*x1 + (50.0 - 0.003*x0)*(0.030000000000000002*x0 + 0.001) + 9.999999999999999e-5) + 0.09000000000000001,0.7000000000000001*x0 + 0.009*(83.4*x0 - 0.3)*atan(1.0*x0 + (50.0 - 0.003*x0)*(0.030000000000000002*x0 + 0.001) + 9.999999999999999e-5) + 0.09000000000000001,"sin(x0) + sin(pow(x1, 2))",True,True,True,False,False,not_equivalent,False,1.0508450440923227,0.9665894544173396,0.5329772345743612,4096.0,4096.0,1.0,26.0,7.0,1.0,0.0,"[""x0""]","[""x0"", ""x1""]",0.6666666666666666,"[""add"", ""atan"", ""mul""]","[""add"", ""pow"", ""sin""]",0.3333333333333333,0.5,0.1,
tpsr,g0011,Vladislavleva-4,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0011/anon-node-03/tpsr/g0011_Vladislavleva-4/result.json,0.3653666750451073*exp(((6.371801532582154e-8*x1 - 0.11348983332209743)*(1.6447649165353363e-5*x3 + 5.78017653749462) + 0.65599613523435488)*(-0.17735413480357493*x0 + x4 - 1.4887010282681941)) + 0.1786743643475442,0.3653666750451073*exp(((6.371801532582154e-8*x0 - 0.11348983332209743)*(1.6447649165353363e-5*x2 + 5.78017653749462) + 0.65599613523435488)*(-0.17735413480357493*x0 + x3 - 1.4887010282681941)) + 0.1786743643475442,"div(10, 5 + (pow(x0 - 3, 2) + pow(x1 - 3, 2) + pow(x2 - 3, 2) + pow(x3 - 3, 2) + pow(x4 - 3, 2)))",True,True,False,False,False,not_equivalent,False,1.0851382252903565,1.3128376078117108,0.7070130766170858,4096.0,4096.0,1.0,44.0,31.0,1.0,0.0,"[""x0"", ""x2"", ""x3""]","[""x0"", ""x1"", ""x2"", ""x3"", ""x4""]",0.7499999999999999,"[""add"", ""exp"", ""mul""]","[""add"", ""mul"", ""pow""]",0.6666666666666666,0.7083333333333333,0.14166666666666666,
tpsr,g0012,feynman_I_27_6,0,ok,True,True,True,result_json.canonical_artifact.instantiated_expression,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/tpsr/seed0/tasks/tpsr_s0_g0012/anon-node-04/tpsr/g0012_feynman_I_27_6/result.json,0.001*x2 + (-0.3 - 40.0/(0.001 - 2.0*x2))*(0.006*x0 + 0.01)*(x1 + 0.003) + 0.1,0.001*x2 + (-0.3 - 40.0/(0.001 - 2.0*x2))*(0.006*x0 + 0.01)*(x1 + 0.003) + 0.1,1 / (1 / x0 + x2 / x1),True,True,True,False,False,not_equivalent,False,0.32771915089494513,2.1502866803166465,0.8160479984168771,4096.0,4096.0,1.0,26.0,11.0,1.0,0.0,"[""x0"", ""x1"", ""x2""]","[""x0"", ""x1"", ""x2""]",1.0,"[""add"", ""mul"", ""pow""]","[""add"", ""mul"", ""pow""]",1.0,1.0,0.2,
