sample_id,logical_id,condition,algorithm,dataset_id,seed,opus_outcome,original_equals_effective,failure_class,equivalence,domain_preserved,variable_mapping_preserved,operator_semantics_preserved,simplicity,confidence,brief_reason,counterexample,native_evidence_attached,task_record
review_003003,pred_simplify::gplearn::g0003::s522::noise001,noise001,gplearn,Korns-2,522,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,1.0,"The outer division is gplearn protected division, so extracting 0.225*x5/x5 is not value-preserving when |x5|<=0.001. In that region the original protected division returns 1, while the proposed quotient returns 1 and then adds 0.225, giving 1.225.","At x1=0, x2=0, x4=0, x5=0 (x3 arbitrary), the original evaluates to 1 under protected div, while the proposed expression evaluates to 1.225.",true,per_model/gpt-5.6-sol/tasks/review_003003.json
review_003017,pred_simplify::gplearn::g0017::s522::noise001,noise001,gplearn,III.21.20_3_0,522,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,0.99,"The rewrite is valid for ordinary division but not for the authoritative nested protected divisions. Moving A_vec and j into a single quotient changes when the 0.001 denominator guard activates, producing different values on the common real domain.","At j=1, rho_c_0=1, q=1, A_vec=10000, let L=log(log(3))≈0.0940478276 and B=2. In the native original, div(j,A_vec)=0.0001, so div(L,0.0001)=1 and the subsequent division by 0.0002 also returns 1; hence the output is 2. The proposed expression gives 2*sqrt((10000^2*L)/2)≈4336.9996.",true,per_model/gpt-5.6-sol/tasks/review_003017.json
review_003026,pred_simplify::gplearn::g0026::s522::noise001,noise001,gplearn,feynman_I_27_6,522,simplified,false,protected_operator_semantics,fail,true,true,false,more_complex,1.0,"The algebraic rewrite is invalid under gplearn protected division and also adds an operation. When d1 is near zero, the original inner division returns 1 rather than d2/d1, producing different values.","d1=0, d2=2, n=0: original = div(2,0+div(2,0)) = div(2,1) = 2; proposed = div(0*2,0*0+2) = 0.",true,per_model/gpt-5.6-sol/tasks/review_003026.json
review_003027,pred_simplify::gplearn::g0027::s522::noise001,noise001,gplearn,feynman_test_15,522,simplified,false,protected_operator_semantics,fail,false,true,false,simpler,1.0,"The algebraic rewrite is valid for ordinary division when |c|>0.001, but it does not preserve gplearn's protected-division values near zero. The original is defined at c=0, while the proposed expression with c**2 in the denominator is not, so the domains also differ.","At c=0.0005, v=pi/2, theta=0, omega=1, every original division by c is protected and returns 1, so the original value is 1-2=-1. The proposed expression under ordinary division equals 1-1.618(0.0005)/(0.0005^2)=-3235, so they differ on their common real-valued domain.",true,per_model/gpt-5.6-sol/tasks/review_003027.json
review_003126,pred_simplify::imcts::g0026::s521::noise001,noise001,imcts,feynman_I_27_6,521,simplified,false,equivalent_but_more_complex,pass,false,true,true,more_complex,0.99,"Multiplying the original numerator and denominator by d1 yields the proposed expression, so values agree on the common real-valued domain. The proposed form additionally admits some points with d1=0, so the domains differ. It also uses more arithmetic operations than the original, so it does not satisfy the simplicity requirement.",,false,per_model/gpt-5.6-sol/tasks/review_003126.json
review_003611,pred_simplify::pyoperon::g0011::s522::noise001,noise001,pyoperon,CRK33,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.98,"The rewritten first term is algebraically equivalent because C=cos(sin(1.272211*t))^2+1 is strictly positive, so A/(B/C+1)=A*C/(B+C) for every real t. Both expressions are real-valued for all real t. However, the proposal duplicates the nontrivial C subtree and is therefore more complex overall, so it does not qualify as a passing simplification.",,false,per_model/gpt-5.6-sol/tasks/review_003611.json
review_003761,pred_simplify::pysr::g0011::s522::noise001,noise001,pysr,CRK33,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"Distributing -A gives exactly -0.29633528*A**2 + 0.5564847*A, so values and the domain t != 2*A are preserved. However, the expanded form introduces an additional power term and is more complex than the factored original, so it does not qualify as a passing simplification.",,false,per_model/gpt-5.6-sol/tasks/review_003761.json
review_003943,pred_simplify::qlattice::g0043::s522::noise001,noise001,qlattice,feynman-i.39.22,522,simplified,false,extreme_scale_decimal_amplification,fail,true,true,true,simpler,0.99,"The expanded coefficients are rounded independently and are not exactly proportional to the original affine factor. This creates a nonzero residual at the original factor's root, which can be amplified without bound by x3, producing values outside the stated tolerance on the common domain.","Take x1=2.1970816/(4.72905e-23), x4=0.000118587360594796, and x3=1e30. The original affine factor is exactly zero, so the original value is 27537129.896932229. The proposed affine factor has a nonzero residual of about 3e-8; after multiplication by (0.007085*x3-0.02646) and the positive exponential factor, the proposed value differs by roughly 1e17, far beyond tolerance.",false,per_model/gpt-5.6-sol/tasks/review_003943.json
review_003948,pred_simplify::qlattice::g0048::s522::noise001,noise001,qlattice,feynman-i.11.19,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"The proposed polynomial is the correct expansion of the original expression, with matching coefficients and constant term, and both expressions are real-valued for all real inputs. However, the expanded form requires more arithmetic operations than the factored original, so it does not satisfy the requirement that a passing simplification be no more complex.",,false,per_model/gpt-5.6-sol/tasks/review_003948.json
review_004301,pred_simplify::tpsr::g0001::s521::noise001,noise001,tpsr,Keijzer-11,521,simplified,false,extreme_scale_decimal_amplification,fail,true,true,true,simpler,0.99,"The denominator factorization is exact and preserves the domain, but replacing 0.43000000000000002 by 0.43 creates a small coefficient difference that can be amplified without bound. Thus the expressions exceed the required value tolerance at some common-domain inputs.","At x2=1000000000 and x1=9999999.57, the proposed outer factor is exactly 0, so its value is 0. The original outer factor is 2e-17, while the second factor is approximately 2699999999.8, giving an original value approximately 5.3999999996e-8, exceeding the tolerance relative to 0.",false,per_model/gpt-5.6-sol/tasks/review_004301.json
review_004316,pred_simplify::tpsr::g0016::s521::noise001,noise001,tpsr,II.6.15b_3_0,521,simplified,false,clear_algebraic_mismatch,fail,false,true,true,same,0.999,"The outer sign change requires negating the entire original denominator. That would change the inner -0.003 term to +0.003, but the proposal leaves it as -0.003, so values differ on the common domain. The outer denominator zero sets also differ.","At epsilon=0, p_d=0, theta=0, and Ef=0.7000000000000001/0.9, the square-root term is 0. The original equals 0.01+0.09/0.2003 ≈ 0.45932601098, while the proposal equals 0.01+0.09/0.1997 ≈ 0.46067601402.",false,per_model/gpt-5.6-sol/tasks/review_004316.json
review_004348,pred_simplify::tpsr::g0048::s521::noise001,noise001,tpsr,feynman-i.11.19,521,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"The proposed expression is the correct full expansion of the original and agrees for all real inputs, with unchanged variables and arithmetic semantics. However, the expanded form has more arithmetic operations than the factored original, so it does not satisfy the requirement that a passing simplification be no more complex.",,false,per_model/gpt-5.6-sol/tasks/review_004348.json
review_004366,pred_simplify::tpsr::g0016::s522::noise001,noise001,tpsr,II.6.15b_3_0,522,simplified,false,extreme_scale_decimal_amplification,fail,false,true,true,simpler,0.99,"The polynomial expansion is correct, but replacing 0.09000000000000001 by 0.09 inside a denominator shifts its singularity. Near the two distinct poles, while remaining in both real-valued domains, the reciprocal and resulting square-root values differ far beyond tolerance. The outer coefficient change can also be amplified for large square-root values.","Set epsilon=0, p_d=0, theta=0. Let E2=0.07/0.09, E1=0.07/0.09000000000000001, and Ef=E2+(E2-E1)/100. Both expressions are defined, but their relevant denominator factors differ by about a factor of 101, producing square-root terms that differ by roughly an order of magnitude and hence outputs far outside tolerance.",false,per_model/gpt-5.6-sol/tasks/review_004366.json
review_004384,pred_simplify::tpsr::g0034::s522::noise001,noise001,tpsr,first_principles_leavitt,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"Algebraically, -0.16 + 0.099/(logP+5) = (-0.16*logP-0.701)/(logP+5), so values and the domain logP != -5 are preserved. However, the proposed form uses more arithmetic operations and is therefore more complex, violating the pass contract.",,false,per_model/gpt-5.6-sol/tasks/review_004384.json
review_004536,pred_simplify::udsr::g0036::s522::noise001,noise001,udsr,feynman-iii.7.38,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.97,"For all real x0,x1, sqrt(exp(x0+x1)) = exp((x0+x1)/2), so the transformed factor is value-equivalent and has the same domain. However, distributing the half exponent into two separate divisions introduces more operations, making the proposed form more complex under ordinary syntactic operation counting.",,false,per_model/gpt-5.6-sol/tasks/review_004536.json
review_004707,pred_simplify::dso::g0007::s520::noise005,noise005,dso,BPG9,520,simplified,false,equivalent_but_more_complex,pass,false,true,true,more_complex,0.99,"For P≠0 and t≠0, multiplying through by P² and then t gives exactly P³*t/(t²*(1-P²)+exp(t+P/t)), so values agree on the common domain. The proposal expands the domain to P=0, but domain-only changes are allowed. However, the proposed expression has more operator nodes than the original, so it does not satisfy the same-or-simpler pass requirement.",,false,per_model/gpt-5.6-sol/tasks/review_004707.json
review_004712,pred_simplify::dso::g0012::s520::noise005,noise005,dso,CRK34,520,simplified,false,equivalent_but_more_complex,pass,false,true,true,more_complex,0.98,"For A != 0, multiplying numerator and denominator by A gives A**2/(A**2 + exp(t)), so the expressions agree on their common real domain. The proposed expression additionally exists at A = 0, so the domain is expanded. However, as written it repeats A**2 and has greater expression-tree complexity than the original, so it does not qualify as a passing simplification.",,false,per_model/gpt-5.6-sol/tasks/review_004712.json
review_004715,pred_simplify::dso::g0015::s520::noise005,noise005,dso,II.34.2_1_0,520,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"Algebraically, the original expands to -1 + 2*mom/(q*r) + 1/q + 1/q**2, exactly matching the proposal for q != 0 and r != 0. The domains and variable identities are unchanged, but the expanded form uses more operations than the original, so it does not satisfy the required same-or-simpler condition.",,false,per_model/gpt-5.6-sol/tasks/review_004715.json
review_004741,pred_simplify::dso::g0041::s520::noise005,noise005,dso,feynman-bonus.20,520,simplified,false,equivalent_but_more_complex,pass,false,true,true,more_complex,0.99,"On the common domain, multiplying numerator and denominator by x5 gives the proposed expression exactly. The proposed domain is larger because it can be defined at x5=0 when x1!=0, whereas the original is not. Variable identities and ordinary real operator semantics are preserved, but the proposal uses more arithmetic operations than the original, so it does not qualify as a simplification.",,false,per_model/gpt-5.6-sol/tasks/review_004741.json
review_004776,pred_simplify::dso::g0026::s521::noise005,noise005,dso,feynman_I_27_6,521,simplified,false,equivalent_but_more_complex,pass,false,true,true,more_complex,0.99,"On the common domain d1 != 0 and d1*n + d2 != 0, multiplying numerator and denominator by d1 gives the proposed expression exactly. The proposed expression expands the domain to some points with d1 = 0, and it uses more arithmetic operations than the original, so it does not satisfy the simplicity requirement.",,false,per_model/gpt-5.6-sol/tasks/review_004776.json
review_004826,pred_simplify::dso::g0026::s522::noise005,noise005,dso,feynman_I_27_6,522,simplified,false,equivalent_but_more_complex,pass,false,true,true,more_complex,0.99,"On the common domain, multiplying numerator and denominator by d1 gives d1*d2/(d1*n+d2), so the values agree. The proposed form expands the domain to some points with d1=0, but domain-only differences do not defeat equivalence. However, it uses four arithmetic operations instead of three, so it is more complex and cannot pass as a simplification.",,false,per_model/gpt-5.6-sol/tasks/review_004826.json
review_004912,pred_simplify::e2esr::g0012::s521::noise005,noise005,e2esr,CRK34,521,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"Expanding the product gives 0.012 - 0.01*t - 0.048*A + 0.04*A*t; subtracting 0.001 yields the proposed constant 0.011, with the tangent term unchanged. Thus values and domains agree, but the expanded form has more arithmetic operations than the factored original, so it does not qualify as a simplification.",,false,per_model/gpt-5.6-sol/tasks/review_004912.json
review_004918,pred_simplify::e2esr::g0018::s521::noise005,noise005,e2esr,MatSci21,521,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.98,"The proposed expression is algebraically equivalent: 0.3*epsilon+0.6 = 0.3*(epsilon+2), and expanding (63.7*epsilon+50)*(0.4*T+0.02)-37 gives 25.48*T*epsilon+20*T+1.274*epsilon-36. Both are real-valued for all real T and epsilon, with unchanged variables and sine semantics. However, the partial expansion increases the arithmetic operation count, so it is more complex and does not satisfy the pass contract.",,false,per_model/gpt-5.6-sol/tasks/review_004918.json
review_004945,pred_simplify::e2esr::g0045::s521::noise005,noise005,e2esr,feynman-i.13.12,521,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.98,"The expressions are value-equivalent for all real inputs: (0.18-x1)^2=(x1-0.18)^2 and 0.00019999999999999998=2*(9.999999999999999e-5). However, the proposed form introduces an additional top-level multiplication and does not reduce operator count, so it is more complex and cannot pass the simplification contract.",,false,per_model/gpt-5.6-sol/tasks/review_004945.json
review_004986,pred_simplify::e2esr::g0036::s522::noise005,noise005,e2esr,feynman-iii.7.38,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.98,"The inner product is expanded correctly: (9.9*x0+0.1)*(99*x1-2) gives 980.1*x0*x1-19.8*x0+9.9*x1-0.2, and combining -0.2 with -0.02 gives -0.22. Both expressions have domain x1 != 0 and preserve variable and operator semantics. However, the expanded form uses more arithmetic operations than the factored form, so it does not satisfy the same-or-simpler requirement.",,false,per_model/gpt-5.6-sol/tasks/review_004986.json
review_004993,pred_simplify::e2esr::g0043::s522::noise005,noise005,e2esr,feynman-i.39.22,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"The proposed rational expression is algebraically equal to the original for x4 != -10/9, and both expressions have exactly that same real-domain exclusion. Variable identities and value semantics are preserved. However, the expanded polynomial-over-square form has greater structural and textual complexity than the original, so it does not qualify as a passing simplification.",,false,per_model/gpt-5.6-sol/tasks/review_004993.json
review_005156,pred_simplify::gplearn::g0006::s520::noise005,noise005,gplearn,BPG5,520,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,0.999,"The rewrite uses sign and division identities that are invalid for gplearn's protected division when a denominator has absolute value at most 0.001. In particular, at t=0 both protected quotients involving division by t return 1, so sin(sin(sin((-P-1.91054300521802)/t))) is not the negative of sin(sin(sin((P+1.91054300521802)/t))). The rewritten reciprocal term also changes value there. Thus the expressions differ on their common real-valued domain.","t=0, P=0: all protected operations are real-valued, but the original is approximately 18.5 while the proposed expression is approximately 0.162.",true,per_model/gpt-5.6-sol/tasks/review_005156.json
review_005157,pred_simplify::gplearn::g0007::s520::noise005,noise005,gplearn,BPG9,520,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,1.0,"The cancellation leading to P**(-3) does not preserve gplearn's protected-division values. In the authoritative native program, thresholded divisions retain dependence on t at exceptional denominators, while the proposal removes t and is nonzero for P=2.","At t=0, P=2: protected div(t,P)=0, then div(0,P*P)=0, and protected div(0,t)=1, so the authoritative original is sqrt(0.131*log(1)^2)=0. The proposal is 1.085817664251231*|log(2)|≈0.7526.",true,per_model/gpt-5.6-sol/tasks/review_005157.json
review_005163,pred_simplify::gplearn::g0013::s520::noise005,noise005,gplearn,I.11.19_4_0,520,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,0.99,"The algebraic clearing of y3 and x2 factors is invalid under gplearn's protected division. When a protected denominator is small, the original nested divisions return 1 at that operation, whereas the rewritten fractions can have different values. Thus values differ despite unchanged variable identities and an equally broad real domain.","Set A=1, x1=1, x2=1, x3=0, y3=0, and y1=sin(cos(1)). In the authoritative original second term, div(A,y3)=1, so the term is div(1,sin(1)-1)=1/(sin(1)-1)≈-6.30799. The proposed corresponding term is div(A*y3, x1*x2*(y3*sin(x2)-A))=div(0,-1)=0. The other rewritten sine term agrees because y1-sin(cos(x1))=0, so the full expressions differ on their common domain.",true,per_model/gpt-5.6-sol/tasks/review_005163.json
review_005164,pred_simplify::gplearn::g0014::s520::noise005,noise005,gplearn,II.11.27_1_0,520,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,0.99,"The algebraic consolidation changes gplearn protected-division values when denominators are at or below the 0.001 threshold. Although the variables and real-valued domain are preserved, the proposed single division is not value-equivalent to the native program's separate protected divisions.","Pol=1, Ef=0, n=0.0005, epsilon=1. The authoritative native program evaluates to sqrt(0.515*(3-0.515)) = sqrt(1.279775) ≈ 1.13127, while the proposed expression's division by epsilon*n**2 is protected to 1, giving 0.515.",true,per_model/gpt-5.6-sol/tasks/review_005164.json
review_005168,pred_simplify::gplearn::g0018::s520::noise005,noise005,gplearn,MatSci21,520,simplified,false,protected_operator_semantics,fail,true,true,false,same,0.999,"The scaled-division rewrite is invalid under gplearn's protected division cutoff. Although 0.683/(2*epsilon-1.244) and 0.3415/(epsilon-0.622) agree under ordinary division, scaling the denominator changes when the protected fallback value 1 is used. The protected-log expansion can likewise differ near its cutoffs. Both expressions remain real-valued for all real epsilon and T, and the variable mapping is unchanged.","epsilon=0.62275, T=1. Then |2*epsilon-1.244|=0.0015>0.001, so the original term is 0.683/0.0015≈455.3333333333, while |epsilon-0.622|=0.00075<=0.001, so the proposed protected-division term equals 1. The outer factor is approximately -0.804, so the complete expression values differ substantially.",true,per_model/gpt-5.6-sol/tasks/review_005168.json
review_005203,pred_simplify::gplearn::g0003::s521::noise005,noise005,gplearn,Korns-2,521,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,0.999,"Combining separately protected divisions changes their values when denominators are near zero. Although the proposed form is algebraically simpler under ordinary division, it does not preserve gplearn protected-division semantics.","At x1=x2=x3=x4=x5=0, all expressions are defined. Considering the changed terms, proposed-original = -1 + sin(sin(1))-sin(sin(2)) + sin(1)-sin(2) + sin(1)-sin(4) ≈ 0.487, so the full values differ.",true,per_model/gpt-5.6-sol/tasks/review_005203.json
review_005223,pred_simplify::gplearn::g0023::s521::noise005,noise005,gplearn,Nguyen-9,521,simplified,false,protected_operator_semantics,fail,false,true,false,simpler,0.99,"The rewrite is invalid under protected gplearn semantics. If t=log(x2), then the original protected composition log(sqrt(t)) activates when |t|>1e-6, whereas protected log(t)/2 activates only when |t|>0.001. Thus they produce different values in the common real-valued domain. The explicit fourth-root notation can also contract the real domain when its base is negative.","Let x1=0 and x2=exp(0.0001). Then protected log(x2)=0.0001. The original inner term is log(sqrt(0.0001))=log(0.01)≈-4.605170186, while the proposed inner term is protected_log(0.0001)/2=0. Both fourth-root bases are nonnegative here, so both expressions are real, but their final values differ (approximately 0.846 versus 0.648).",true,per_model/gpt-5.6-sol/tasks/review_005223.json
review_005226,pred_simplify::gplearn::g0026::s521::noise005,noise005,gplearn,feynman_I_27_6,521,simplified,false,protected_operator_semantics,fail,false,true,false,simpler,0.99,"The rewrite log(sqrt(A)) -> log(A)/2 is invalid under protected gplearn semantics. For 1e-6 < |A| <= 0.001, the original protected log evaluates log(sqrt(|A|)), while the proposed protected log(A) evaluates 0 before division by 2. The quarter-power rewrite also contracts the real domain relative to nested protected sqrt operations.","Let n=1, d2=1, and d1=0.0001-sqrt(1+sin(sin(1))), so A=d1+sqrt(n+sin(sin(d2/sqrt(n))))=0.0001. The original sine argument is log(sqrt(A))=log(0.01), whereas the proposed argument is log(A)/2=0/2=0 under the protected-log threshold. The nonzero common prefactor makes the expression values unequal.",true,per_model/gpt-5.6-sol/tasks/review_005226.json
review_005227,pred_simplify::gplearn::g0027::s521::noise005,noise005,gplearn,feynman_test_15,521,unchanged,false,protected_operator_semantics,fail,false,true,false,same,1.0,"The authoritative native program uses nested protected divisions, whose values are not generally equal to ordinary algebraic division. For c=1, v=0, omega=1, theta=0, the native protected expression evaluates to 0, while the proposal evaluates to 1. The proposal also excludes c=0, whereas the native protected program remains defined there.","c=1, v=0, omega=1, theta=0: native = sub(1, div(1, div(div(1,1),0))) = sub(1, div(1,1)) = 0; proposed = 1 - 1*0*1/1 = 1.",true,per_model/gpt-5.6-sol/tasks/review_005227.json
review_005232,pred_simplify::gplearn::g0032::s521::noise005,noise005,gplearn,strogatz_vdp1,521,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,0.99,"The simplification replaces protected log(x**2) with 2*protected log(x). This identity fails when 0.001 < abs(x) <= sqrt(0.001), because log(x) is active while log(x**2) returns 0. Thus values differ on the common real-valued domain.","x=0.01, y=pi/2. Protected log(x)=log(0.01)=-4.605170185988091, but protected log(x**2)=0 since x**2=0.0001<=0.001. The proposed value differs from the original by approximately 0.12178.",true,per_model/gpt-5.6-sol/tasks/review_005232.json
review_005240,pred_simplify::gplearn::g0040::s521::noise005,noise005,gplearn,feynman-i.29.16,521,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,0.999,"Combining the square roots and divisions changes gplearn protected-division behavior. In particular, for 0.001<|x2-x3|<=sqrt(0.001), the original sequential divisions use ordinary division, while the proposed division by (x2-x3)^2 returns the protected fallback value 1. Thus values differ despite unchanged variables and domain.","At x0=1, x1=1, x2=0.01, x3=0, the original is approximately 1.9999747, whereas the proposed expression is approximately 1.6445.",true,per_model/gpt-5.6-sol/tasks/review_005240.json
review_005253,pred_simplify::gplearn::g0003::s522::noise005,noise005,gplearn,Korns-2,522,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,1.0,"The algebraic collection over x5 is invalid for gplearn protected division. When abs(x5)<=0.001, each of the original expression's three separate outer divisions by x5 returns 1, so their sum is 3; the proposed expression has one outer protected division and returns 1.","At x1=x2=x3=x4=1 and x5=0, all protected operations are defined. The original evaluates to 1+1+1=3, while the proposed simplification evaluates to 1.",true,per_model/gpt-5.6-sol/tasks/review_005253.json
review_005264,pred_simplify::gplearn::g0014::s522::noise005,noise005,gplearn,II.11.27_1_0,522,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,0.99,"The authoritative native program contains sqrt(epsilon)*sqrt(epsilon)=abs(epsilon), whereas the proposed expression uses epsilon. These differ for negative epsilon under gplearn's protected sqrt semantics, so factoring as proposed changes values on the common domain.","Pol=1, n=1, epsilon=-1, Ef=1. The native denominator uses +abs(epsilon)*Ef*sin(sin(0.818*epsilon))*sin(Ef*sin(sin(sin(0.818*epsilon)))), while the proposal uses +epsilon times that product; the product is nonzero, and both protected-division denominators have magnitude >0.001, yielding different outputs.",true,per_model/gpt-5.6-sol/tasks/review_005264.json
review_005265,pred_simplify::gplearn::g0015::s522::noise005,noise005,gplearn,II.34.2_1_0,522,simplified,false,protected_operator_semantics,fail,false,true,false,simpler,0.99,"The algebraic denominator rewrite is valid for ordinary division but not for gplearn's protected division, because regrouping changes when the 0.001 cutoff is applied. The proposed q**(1/4) also excludes negative q that the authoritative nested protected square roots accept, though that domain difference alone is not the failure.","mom=1, q=1, r=0.0005. In the authoritative prefix program, both divisions by r return 1, so the output is sqrt(cos(sin(1))/(1-sin(1))) ≈ 2.05. In the proposal, r**2*(1-sin(1)) has magnitude below 0.001, so the protected outer division returns 1 and the output is 1.",true,per_model/gpt-5.6-sol/tasks/review_005265.json
review_005277,pred_simplify::gplearn::g0027::s522::noise005,noise005,gplearn,feynman_test_15,522,simplified,false,protected_operator_semantics,fail,true,true,false,simpler,0.999,"The algebraic rewrite is valid for ordinary division away from the protection threshold, but not for nested gplearn protected divisions. Squaring the denominator changes when the protected-division fallback is activated, producing different values on the common domain.","Let c=0.0005, v=0, omega=1, theta=0, and s=sin(1). In the original, every division by c is protected and returns 1, so the value is 1-2s ≈ -0.6829419696. In the proposal, c**2=2.5e-7 triggers protected division for the combined quotient, which returns 1, so the value is 1*(1-1)=0.",true,per_model/gpt-5.6-sol/tasks/review_005277.json
review_005721,pred_simplify::llmsr::g0021::s522::noise005,noise005,llmsr,Nguyen-12,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"The two quadratic terms expand exactly to the three proposed polynomial terms: the x1^2 and x2^2 coefficients are -1.2633770377199507, and the x1*x2 coefficient is 0.7833098381652806. All other terms, variables, operators, and the real-valued log domain are unchanged. However, replacing two grouped quadratic terms with three monomial terms adds an expression term without reducing the internal arithmetic-operation count, making the proposal more complex; therefore it fails the simplification pass contract despite value equivalence.",,false,per_model/gpt-5.6-sol/tasks/review_005721.json
review_005849,pred_simplify::pyoperon::g0049::s521::noise005,noise005,pyoperon,feynman-ii.34.2a,521,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.98,"For x3 != 0, (A/x3 - B)/x3 = (A - B*x3)/x3**2, so the expressions are value-equivalent and have the same real domain. However, the proposal introduces x3**2 and an additional multiplication without reducing the overall operator count, making it more complex; therefore it fails the simplicity requirement.",,false,per_model/gpt-5.6-sol/tasks/review_005849.json
review_006198,pred_simplify::qlattice::g0048::s522::noise005,noise005,qlattice,feynman-i.11.19,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"The proposed expression is the exact distributive expansion of the original, with all coefficients and the constant matching. Both are real-valued for all real inputs and preserve variable identities and arithmetic semantics. However, the expanded form uses more arithmetic operations and is longer than the factored original, so it is more complex and cannot pass the simplification contract.",,false,per_model/gpt-5.6-sol/tasks/review_006198.json
review_006548,pred_simplify::tpsr::g0048::s520::noise005,noise005,tpsr,feynman-i.11.19,520,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"The proposed expression is the correct algebraic expansion of the original, including the product's 0.001998 constant combined with 0.01 to give 0.011998. Both are real-valued for all real inputs and preserve every variable and cosine semantics. However, the expanded form has more additive terms and repeated variable occurrences, so it is more complex and does not satisfy the pass contract.",,false,per_model/gpt-5.6-sol/tasks/review_006548.json
review_006553,pred_simplify::tpsr::g0003::s521::noise005,noise005,tpsr,Korns-2,521,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"The proposed expression correctly distributes 0.001 over the linear factor and combines 0.0277 - 0.1 into -0.0723, so values and domain agree. However, it duplicates the linear factor's terms instead of reducing overall expression complexity, making the proposal more complex; therefore it does not satisfy the pass contract.",,false,per_model/gpt-5.6-sol/tasks/review_006553.json
review_006646,pred_simplify::tpsr::g0046::s522::noise005,noise005,tpsr,feynman-i.32.5,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.99,"The rewritten first factor is algebraically equivalent on the shared domain: 1e-5 - 1e-5/(4 - 0.003*x1) = 1e-5*(3 - 0.003*x1)/(4 - 0.003*x1). Both expressions are undefined only when 4 - 0.003*x1 = 0, and variable/operator semantics are unchanged. However, the proposed form uses more arithmetic operations and repeated subexpressions, so it does not satisfy the requirement that a passing simplification be no more complex.",,false,per_model/gpt-5.6-sol/tasks/review_006646.json
review_006649,pred_simplify::tpsr::g0049::s522::noise005,noise005,tpsr,feynman-ii.34.2a,522,simplified,false,equivalent_but_more_complex,pass,true,true,true,more_complex,0.98,"The product was expanded correctly: (0.001-9*x3)*(90*x1+0.006)-0.04 equals 0.09*x1-810*x1*x3-0.054*x3-0.039994, and the outer sign rewrite is equivalent. The denominator and hence real-valued domain are unchanged, as are variable identities and operator values. However, the expanded polynomial uses more arithmetic operations than the factored form, so it does not satisfy the simplicity requirement.",,false,per_model/gpt-5.6-sol/tasks/review_006649.json
