sample_id,condition,algorithm,dataset_id,seed,outcome,review_applicable,status,verdict,attempt_count,record_path,record_sha256
review_000897,clean,imcts,feynman-i.43.31,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000897.json,cf5cc37dfd27b5cbf80305224a0be582f4638e358e43adcd5766ab60700f2db6
review_000898,clean,imcts,feynman-i.11.19,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000898.json,e4794d8362e28db7a8aa864b44f039200b713eb8082a1066dfabf7a30da563cf
review_000899,clean,imcts,feynman-ii.34.2a,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000899.json,10ce2cb7236a38c2bd2aed4a554f5825be1e092535f7e8f6307b1eae865c29be
review_000900,clean,imcts,Vladislavleva-4,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000900.json,e305b4315aa5a858d2b719699e97f20882529b36edcb3562290d7a8f7ba863cb
review_000901,clean,imcts,Keijzer-11,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000901.json,421b9b0f59b568070d79d23a1f3c31ffff358235c517331b10fc714b4b81f0b1
review_000902,clean,imcts,Keijzer-2,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000902.json,a028ccb3ca03f3df761324cd72541a5349d4ed5748c8311b67e4391dc2d6b851
review_000903,clean,imcts,Korns-2,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000903.json,8eed58a113091b3ff5a7d15223754640f0704d26f6e3dd4f28871d455a508159
review_000904,clean,imcts,Korns-4,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000904.json,c0189ce4b9b0fd27218f4fccabc93b508d00c2b735dd9684e40fbb8063545412
review_000905,clean,imcts,BPG3,522,simplified,True,completed,fail,1,per_model/gpt-5.6-sol/tasks/review_000905.json,cf26a678241c50915e70daea488e69f166f381264ec5e11e7a4f5acb04d8fcf5
review_000906,clean,imcts,BPG5,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000906.json,406245b2c70d8423aafb4a70789a7642811feb5e1a85af83833bd54cd61b57a7
review_000907,clean,imcts,BPG9,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000907.json,0ad8fddc42c2b8ec5efc025b6b759c64528f87105c0d051b34548cc2a44fdac9
review_000908,clean,imcts,CRK0,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000908.json,42e6e0dd0401b2a273d0e0cf02519069ce4bc45faaf336161c4d3afbee040f39
review_000909,clean,imcts,CRK10,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000909.json,f6fe906ea8d7bc2aadb23cf2c2413fdda453c0edd8b89dfde9a1e614109153e1
review_000910,clean,imcts,CRK11,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000910.json,fce00affc2dddde6e8eec762080026dba18fb1dbcec3cd476305a827f979fa4c
review_000911,clean,imcts,CRK33,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000911.json,0eefeb5bd6243a10f92a3e577f6965a8b466b516f66c4ceaf7dcb50f87cde6f2
review_000912,clean,imcts,CRK34,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000912.json,2c96d63545fcd997d19455e7fa66b4c660224e52f38c42c9b8034457864f96e1
review_000913,clean,imcts,I.11.19_4_0,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000913.json,d269b38ce095bf7c437185335e05d1698b53725f0556ca39b587442bb55007b6
review_000914,clean,imcts,II.11.27_1_0,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000914.json,d46b0048e06a3660f39952cb5ac8937687e6e7492167f2500d0d9656a464108d
review_000915,clean,imcts,II.34.2_1_0,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000915.json,573db17c3a54a467b4b9e10128fa01a2fd818c02b15224aae54309a30508ff0a
review_000916,clean,imcts,II.6.15b_3_0,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000916.json,a948dfeb72d89db2fd5aea5fb57c2eca1268f33ea2605259719bcbbc32767c5d
review_000917,clean,imcts,III.21.20_3_0,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000917.json,0805e05ff5a8f5f51fcc4e7f7c91078d9e3ee50e34733572358b000241a20e5e
review_000918,clean,imcts,MatSci21,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000918.json,eb5ed4277e79b6f73e962b0c67ae01c3a75752195ed8d7c477d9d52381386cb0
review_000919,clean,imcts,PO19,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000919.json,d4caea1eeffe65bd3535cf07a2153b39cdabde93617c88c466040e91ed437464
review_000920,clean,imcts,PO41,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000920.json,54f66e3a1ae5b969357f5028e9cf94e47717a6908df290c31dddec32a1c0d00e
review_000921,clean,imcts,Nguyen-12,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000921.json,ca6aad081c66855c446a94da574339ad30aa3c897efcc4e2340650dc4769bd22
review_000922,clean,imcts,Nguyen-6,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000922.json,10a669d9753c48cd51074eed0c9345a2beb45200c99539983fadcf63ddac1f5d
review_000923,clean,imcts,Nguyen-9,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000923.json,43314951c52073881f7fce8fb1132e5ab92eb236851f3ec37a2fbdbd31268bc5
review_000924,clean,imcts,feynman_II_15_4,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000924.json,05a51dfeb494e0602241e9744c47b77bdf8ab5e587ecf83cf8f2b020de2a7519
review_000925,clean,imcts,feynman_I_12_11,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000925.json,443bca5537b3c2dcaff8b92d861511b995931960c81db29bbabbb4f756695a99
review_000926,clean,imcts,feynman_I_27_6,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000926.json,5d2e93acad042804f7ecb3978b486bd02e59270f49e0435d0d1738208dc16344
review_000927,clean,imcts,feynman_test_15,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000927.json,04f6497211c38232b3cedd6df2031ccc253a1c5225a32229345eae6c30fb4f84
review_000928,clean,imcts,strogatz_barmag1,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000928.json,fae12d67ec1126d81abbfe7c2a378c967164ecb7188634fc103539fc2ffc9da1
review_000929,clean,imcts,strogatz_barmag2,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000929.json,53cfa1ffafa2b789d57cdb7871916eebc2633ffe9e04a4f657d4f5e1a0ef1e2d
review_000930,clean,imcts,strogatz_predprey2,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000930.json,e2d67596d42c7eec0a05772d66801c197b8340ba5cd3d77775e9324097b98266
review_000931,clean,imcts,strogatz_shearflow1,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000931.json,dce87841d559c8bc38dfc771924b1915265cc03d38e28e013c2830f97b0133b4
review_000932,clean,imcts,strogatz_vdp1,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000932.json,0a5cef48079984645444c1ad92ca928f83063c7ae80a9b00df51fb29d2210fbe
review_000933,clean,imcts,first_principles_hubble,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000933.json,8f077860c5723b55b0825d0ef402d96fae6a85d7821f4ba32b8cc79f2f04dd32
review_000934,clean,imcts,first_principles_leavitt,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000934.json,8b14ceda9eafc9be7bfe4ad708904d9f22c8c6e2eec5c1700fe4809f684245b4
review_000935,clean,imcts,feynman-ii.4.23,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000935.json,6b40797e32f04a4352ad456e55d2bb316a4ef2c5e442d85fa3251b6a2f8ad0fb
review_000936,clean,imcts,feynman-iii.7.38,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000936.json,de09bfc3172cb1961a4ab2128b03615e60b6b0a7ca8732005692b41387f4d202
review_000937,clean,imcts,feynman-i.18.16,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000937.json,b58a5da41cc07d700b841996068fbf4196b492b3f1bcd7e460a8815116455007
review_000938,clean,imcts,feynman-ii.27.18,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000938.json,2723148f5ea433d72c96de96f51c310244bb69991d3d245c8e83ed37a44173ec
review_000939,clean,imcts,feynman-ii.34.11,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000939.json,be6fbb5fb63fa2d69274ef34fa82123486370e072791f672806385d51bf296f5
review_000940,clean,imcts,feynman-i.29.16,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000940.json,198bde3770f2f1d807248c08cf4c3c96581c49a55b2ad360f06f4aa20b47ad80
review_000941,clean,imcts,feynman-bonus.20,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000941.json,6dbb10caf50d05d2cc10374071705403fac6458389c812198882edbc04b1ad3e
review_000942,clean,imcts,feynman-i.15.3t,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000942.json,468c3ca659bbb97ad3c021e50ea2cef322c715ee9cefcfe8d6f840ea4131acb8
review_000943,clean,imcts,feynman-i.39.22,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000943.json,4d21d8d7bdb1e2062aac7cca4d57bdb596a32c1dd53be2dd2739a88be0ebe8a3
review_000944,clean,imcts,feynman-iii.10.19,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000944.json,917459b9fdab29ff0338fac81fa1fa4e8d81ff8e46929264c547edeca76323e8
review_000945,clean,imcts,feynman-i.13.12,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000945.json,d781ae565ddb2c8be414e195429afb92acfc17810d4c715e606560c761f4858c
review_000946,clean,imcts,feynman-i.32.5,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000946.json,9297f359b92736ee51dfa1e4e13f3ff8480ecb7c78739f21d4f273045de8689d
review_000947,clean,imcts,feynman-i.43.31,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000947.json,290d9d7355022371eed792f6b1f2b180dbb524644885fdbd18eaecbea3984536
review_000948,clean,imcts,feynman-i.11.19,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000948.json,3f1c27951f4ff43c2d0fdd50ca700f997c39c874e1b24dcc17c870a461fac3ef
review_000949,clean,imcts,feynman-ii.34.2a,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000949.json,4139fa42d6bc1c2ed35285957389abd50938187d40265af6b850fffc50746d57
review_000950,clean,imcts,Vladislavleva-4,522,simplified,True,completed,fail,1,per_model/gpt-5.6-sol/tasks/review_000950.json,33b0c80d20a22c1fab7abc58274e316921a0e1567ce7a23044b62a12597173b7
review_000951,clean,jaxsr,Keijzer-11,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000951.json,6acc7289f61668d3045329895b730af23264a8e2f848d456c36759eae6191355
review_000952,clean,jaxsr,Keijzer-2,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000952.json,cf10817ccb0872b25f59939786f939edb15b0c4d90ea7db4059043dfed4c71f3
review_000953,clean,jaxsr,Korns-2,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000953.json,b38a9851a4773a6c901de3e4e1d3b97b87e13d4b1d1045dcf9d362f3f805014f
review_000954,clean,jaxsr,Korns-4,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000954.json,9cbbabe3c587a8912f12d84b934c04aea6df9147c56c5f1aadb75c8f5b6a21b4
review_000955,clean,jaxsr,BPG3,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000955.json,757f6a742041aad2d1e8a3d3389629481540cb5f548ac710873e0d28b3265731
review_000956,clean,jaxsr,BPG5,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000956.json,0276453a62f7fed9a31e4ea6a089598d287388cbe9d332daccba6a43d30841fc
review_000957,clean,jaxsr,BPG9,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000957.json,cd55cf2baaa520c7d5fddee8e235b253be419afd969943cd11f00746a059ce0f
review_000958,clean,jaxsr,CRK0,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000958.json,5e22f05c74a5978cbc9dff1279dc30ecac83ec24adeb12eb9bc84aec644c9666
review_000959,clean,jaxsr,CRK10,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000959.json,4fe6eaf2ce19df691335d0db6e51761b464cb75b85de708fa64d75627dcbc9cb
review_000960,clean,jaxsr,CRK11,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000960.json,f9dc08e15c479a483919191f26681f2ff251bcba135a327d6ce4183fdaa8575c
review_000961,clean,jaxsr,CRK33,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000961.json,4337d9805cc03b4f51d6ae724a2e633399353f82d9caedaca0dc210b63d7f90b
review_000962,clean,jaxsr,CRK34,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000962.json,f79a9e17e95503966f515f176c50d36e73147dd631a181345aac1d86229841d8
review_000963,clean,jaxsr,I.11.19_4_0,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000963.json,ae4db6e80dddc0817719dc42854857231f1704372eb7488ed9ea326e4f60e237
review_000964,clean,jaxsr,II.11.27_1_0,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000964.json,916c3c136fcddac5b49ac1b6e0d563e8c7eeb24d0b6f8c4cae374b7f32abe815
review_000965,clean,jaxsr,II.34.2_1_0,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000965.json,679f1b667a906fb7788d4de6c97d04314160a8f0c8a1bfe3098c949105d6e4c3
review_000966,clean,jaxsr,II.6.15b_3_0,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000966.json,334dc7dc5ac5c67978ce66f48d705b99b9e54b6ce548358fc0a011dab4eb02ff
review_000967,clean,jaxsr,III.21.20_3_0,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000967.json,fb1d11f9763f852e8e35a1ce6da216d1011b16aa88ca8383ad87a471878004c9
review_000968,clean,jaxsr,MatSci21,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000968.json,4bf82c8243774ef83eda9d6819537758c81d1a10eec17da715667f72bdd7fb77
review_000969,clean,jaxsr,PO19,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000969.json,fe88063ddb2013308303e6543a09517fecf440c79c497966e0d919d8b5746298
review_000970,clean,jaxsr,PO41,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000970.json,e5ec54830dc3fcb437c755e7b0555646c520a3ed17ef23c2cc4fcec0398d95a9
review_000971,clean,jaxsr,Nguyen-12,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000971.json,9fff607b79937dbcf5655336a12e78da02acfe0ad4f698c5016055ff3caa34d5
review_000972,clean,jaxsr,Nguyen-6,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000972.json,8877c461bef25b40e3064e7f459c96ae7a2184d6d1d347d3bdfc45751f429cfc
review_000973,clean,jaxsr,Nguyen-9,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000973.json,6fdeab3dc2d2974cd8b08fae2d71fe3a7cafac45719096a9ebe9833c9898133f
review_000974,clean,jaxsr,feynman_II_15_4,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000974.json,c21b25fb14f6d1e3ea0a27fad86b53777b3bff3f315be46764a37c049281960c
review_000975,clean,jaxsr,feynman_I_12_11,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000975.json,89cbc5dcdd516cc67acefdb0ef9ae1e0792bd5504f0c4c5ac532beffa7b5acc5
review_000976,clean,jaxsr,feynman_I_27_6,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000976.json,55e8bd0eae0d154fb0a96c34e7ab12517eb5086c7edbd1746471447271997564
review_000977,clean,jaxsr,feynman_test_15,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000977.json,3ce2fe5ad421a9c3c44e8273b89691882ffc0740d4b98d9903950b15e65b9166
review_000978,clean,jaxsr,strogatz_barmag1,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000978.json,1ae147b6e44291e25e3ac43d237c259699432ce7a444a51c88eed3e7be57f985
review_000979,clean,jaxsr,strogatz_barmag2,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000979.json,8ba53e35ba8502ae40e57238ba06211b5b7a7302f1542ae2a24953db2839b892
review_000980,clean,jaxsr,strogatz_predprey2,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000980.json,9e1b598dffd7918dc8a109cee2137cdedb9f16416f260218b98cb3b18691c1c2
review_000981,clean,jaxsr,strogatz_shearflow1,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000981.json,a05f5a46c49bbf32fd58943fa4202f10265387e3657228560064044170778923
review_000982,clean,jaxsr,strogatz_vdp1,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000982.json,b9a9632246b75429d3799c87f1ca4fd5a354a46bad536398732019e3b4688774
review_000983,clean,jaxsr,first_principles_hubble,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000983.json,4efc48b2ac0f2b682b9ba55ce056955339f7940f7f82b645c4876168fb187b64
review_000984,clean,jaxsr,first_principles_leavitt,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000984.json,926754c66ebdec574d6547cde82601c61bb21b89592a56885052489e5faa1d0f
review_000985,clean,jaxsr,feynman-ii.4.23,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000985.json,22d34f4c375432da00446ca1d819913eacc7c5af3937a24fc1911af92de4298e
review_000986,clean,jaxsr,feynman-iii.7.38,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000986.json,ecdb8c6a7102dc1f72d3f30963e484bffab1e33b6b099442ca4cd1e48b351498
review_000987,clean,jaxsr,feynman-i.18.16,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000987.json,61af4bc3df30b55d5ca9ca534ee7b02f13bc2e1d16c6f9380018a7e53ae0f137
review_000988,clean,jaxsr,feynman-ii.27.18,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000988.json,deff7bc7de63c14371c2af39f30c6b68aa9f42d7550bf2d6a5a18f93995e19a1
review_000989,clean,jaxsr,feynman-ii.34.11,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000989.json,1a7860db7d7357e75af4b8d45d3dfe566abb851964247d5ef6dfb91005201ac7
review_000990,clean,jaxsr,feynman-i.29.16,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000990.json,1979b2e2cd990284db70880c31fab3cae1a0d51ff0a61107f4a97333351ce054
review_000991,clean,jaxsr,feynman-bonus.20,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000991.json,0199cb4af3f95d18fdb9de1347a901db7ceb649e0f70d386ddf24c6ee452f3c9
review_000992,clean,jaxsr,feynman-i.15.3t,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000992.json,abcf31f3e6e3bd02ca1a25e92261189404ebaa689b8b8c0d180fbdf1778cbc24
review_000993,clean,jaxsr,feynman-i.39.22,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000993.json,19e03cfa93f7e66ede4a0c274027f7c571d35e620c03a3c6220d6fcf4b3175e7
review_000994,clean,jaxsr,feynman-iii.10.19,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000994.json,6ef86171e3a573304bf51d1d68319253f5dc8166fac3b55b8ab716ba38bcc4e4
review_000995,clean,jaxsr,feynman-i.13.12,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000995.json,9c9d8ce7e692d4dfd044cc7ebd89f9e6b577c51b5d6ab98b2086aa6b2c2547f0
review_000996,clean,jaxsr,feynman-i.32.5,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000996.json,dee15e986121674dcd9f5b048194f9e943e7aaf959a1c92b56fe7afad93db438
review_000997,clean,jaxsr,feynman-i.43.31,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000997.json,5ca01cfda5b9bef26030faedf7f8b7f8a2e59734c38d40cc419d401e206f4014
review_000998,clean,jaxsr,feynman-i.11.19,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000998.json,b1cc6b3c32e8eac7da523580787a836a982e368b4c77e295b43e1a5c78239bad
review_000999,clean,jaxsr,feynman-ii.34.2a,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_000999.json,3549e84063230fa580cd75477f80e0dd32a7a43fc8fb63afd54e245fc245141e
review_001000,clean,jaxsr,Vladislavleva-4,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001000.json,1d68df632bcf9ce7ea86667e607b8c8362d23b76dcd1e93aeaaf763644ec5953
review_001001,clean,jaxsr,Keijzer-11,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001001.json,278faa44b0917c6843aefc761be673abd2eb17606d0cafd6f6e75541b980a512
review_001002,clean,jaxsr,Keijzer-2,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001002.json,38664106fa7cce437f54dcad75ac9b98a8940789acecf0578f9bc81f5898697f
review_001003,clean,jaxsr,Korns-2,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001003.json,5825b09682e3fd4c9377bb6aacebfc9baa9918a2266eddeb0a88a6c77a413e7a
review_001004,clean,jaxsr,Korns-4,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001004.json,f33f641b7abf995e16546c430a9655fc814722f16e9bfcb2a9af34322b9bb017
review_001005,clean,jaxsr,BPG3,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001005.json,0478e25f022d6fbae17cbbbf9646594af00e88d10a6feaf17dfcd0259c6bc9d6
review_001006,clean,jaxsr,BPG5,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001006.json,8dcd9a0c60cbf0d4aa9da9f006fdd504b013f71db89b3cefeae7d5d77bec253d
review_001007,clean,jaxsr,BPG9,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001007.json,10119a01c8e4367743e2adaa38472171ce5c97a0998c22250e30f1b9a3a64328
review_001008,clean,jaxsr,CRK0,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001008.json,7f7d8726bc7450859fa47ba43faf3c61c229dac05530a7d4231e3cda4ec493aa
review_001009,clean,jaxsr,CRK10,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001009.json,2140a5f53b5b8fd76c4524d729fff3514a3094f2b763dd71326086e7954ca6eb
review_001010,clean,jaxsr,CRK11,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001010.json,d45f96bc05b474b74e05dd042b680d28bcfd2968950d92c1dfd5c0d56bc1e6b7
review_001011,clean,jaxsr,CRK33,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001011.json,92b7cd720a779d2f2ebf10eae37ee66ff8697b1e01dd31bacb5381ba34ed0bce
review_001012,clean,jaxsr,CRK34,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001012.json,5d24357399dd1b84714140c35342fcc4129fd4d5a9f45b8e3a06577f23c630d7
review_001013,clean,jaxsr,I.11.19_4_0,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001013.json,bc6bf9de2c481f5f7d5e0d4983a3705ff836bde315c73502d49b2b6612c5021b
review_001014,clean,jaxsr,II.11.27_1_0,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001014.json,c888294455ac33e5cc49f99a642caddb0e06c8f6b5614c51a0bbc9c15e4ade45
review_001015,clean,jaxsr,II.34.2_1_0,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001015.json,0ac0bba7002e8873292ea07cd93a86adae0e8a6e30577ebc59570f6834520253
review_001016,clean,jaxsr,II.6.15b_3_0,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001016.json,11d2398da6a15a899c2c410e37810fb6f134242ccac1aaf29bf4215d7fba3140
review_001017,clean,jaxsr,III.21.20_3_0,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001017.json,5923843b677bd41f92eb77afa3331d904c58cefcaea72a10d8697af70688695c
review_001018,clean,jaxsr,MatSci21,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001018.json,724bf93810fc13e535e88da787306283da9c9d6f975bb88e4de5bbddcba893c6
review_001019,clean,jaxsr,PO19,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001019.json,9f607ae5f8cb13d3a56a1880e5fb3b19a5908ec3623c004fb37455fcf1cd43ff
review_001020,clean,jaxsr,PO41,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001020.json,a0d4d197e5a1546f74ee7413816c3be306f61a5d518fe0bdd291622da4eea790
review_001021,clean,jaxsr,Nguyen-12,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001021.json,bad1062307e0eb681e0ed0b35b6e0572cbcea7fd81fb33d136d8d2ca48134461
review_001022,clean,jaxsr,Nguyen-6,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001022.json,193119c5e0d16a58f49b6f70fc6ab22c0db7b28691f04d5ddaab8b4b9f6ba760
review_001023,clean,jaxsr,Nguyen-9,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001023.json,759990441240bcbbba62c02d2a706ff4d1a315e8272bcddc2eff5d4a13989517
review_001024,clean,jaxsr,feynman_II_15_4,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001024.json,9daf4f0eba22a1d05aaddef57766f42948c0766442014e2652846b63371b4358
review_001025,clean,jaxsr,feynman_I_12_11,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001025.json,ee6c1ecab2cd1415060871a2e9d77f522f26dc19b4f05f5158fbc86b409fb88c
review_001026,clean,jaxsr,feynman_I_27_6,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_001026.json,9ed69b75093b7aadc9b492d678f73c08e8fa663df6b7b62831e94351e7f817c3
